decisionId,classe,tipoJulgamento,assuntos,competencia,relatorOriginario,dataAutuacao,dataJulgamento,numeroProcesso,inteiroTeorPath
32,RECURSO CÍVEL,Julgamento Principal,"Progressão Funcional com Interstício de Doze Meses, Promoção / Ascensão, Regime Estatutário, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CYNTIA LEITE MARQUES,10/02/2025,11/03/2025,5010717-40.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\32.pdf
33,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Fornecimento de medicamentos, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,ALESSANDRA BELFORT BUENO,10/02/2025,12/03/2025,5010702-71.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\33.pdf
34,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Indenização por dano moral, Responsabilidade civil, DIREITO CIVIL, Indenização por Dano Moral, Responsabilidade da Administração, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CYNTIA LEITE MARQUES,10/02/2025,18/03/2025,5010661-07.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\34.pdf
35,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Leito de enfermaria / Leito oncológico, Internação/Transferência Hospitalar, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,CYNTIA LEITE MARQUES,09/02/2025,18/03/2025,5010491-35.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\35.pdf
36,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Contribuições Previdenciárias, Contribuições, DIREITO TRIBUTÁRIO, Repetição de Indébito, Crédito Tributário, DIREITO TRIBUTÁRIO, Competência Tributária, Limitações ao Poder de Tributar, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,ADRIANA MENEZES DE REZENDE,07/02/2025,19/03/2025,5010315-56.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\36.pdf
37,RECURSO CÍVEL,Julgamento Principal,"PIS/PASEP, Organização Político-administrativa / Administração Pública, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CAROLINE MEDEIROS E SILVA,07/02/2025,19/03/2025,5000253-42.2025.4.02.5105,outputs\runs\run-20260613T194355128632Z\data\decisions\37.pdf
38,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Tratamento médico-hospitalar, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,CASSIO MURILO MONTEIRO GRANZINOLI,06/02/2025,25/03/2025,5009821-94.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\38.pdf
39,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Contratos Bancários, Espécies de contratos, Obrigações, DIREITO CIVIL",JEF Recurso Cível,ALESSANDRA BELFORT BUENO,06/02/2025,12/02/2025,5009793-29.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\39.pdf
40,RECURSO DE MEDIDA CAUTELAR CÍVEL,Embargos de Declaração,"Contratos Bancários, Espécies de contratos, Obrigações, DIREITO CIVIL",JEF Recurso Cível,ALESSANDRA BELFORT BUENO,06/02/2025,12/03/2025,5009793-29.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\40.pdf
41,CONFLITO DE COMPETÊNCIA,Julgamento Principal,"Concessão / Permissão / Autorização, Serviços, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Competência, Jurisdição e Competência, DIREITO PROCESSUAL CIVIL E DO TRABALHO",JEF Recurso Cível,KARLA NANCI GRANDO,06/02/2025,26/02/2025,5009696-29.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\41.pdf
42,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Consulta, Tratamento médico-hospitalar, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,CASSIO MURILO MONTEIRO GRANZINOLI,05/02/2025,18/03/2025,5009553-40.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\42.pdf
43,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO, Retido na fonte, IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,ALESSANDRA BELFORT BUENO,05/02/2025,12/02/2025,5009404-44.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\43.pdf
44,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"IPVA - Imposto Sobre Propriedade de Veículos Automotores, Impostos, DIREITO TRIBUTÁRIO, ICMS/ Imposto sobre Circulação de Mercadorias, Impostos, DIREITO TRIBUTÁRIO, IPI/ Imposto sobre Produtos Industrializados, Impostos, DIREITO TRIBUTÁRIO, IOC/IOF Imposto sobre operações de crédito, câmbio e seguro, ou relativas a títulos ou valores mobiliários, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CYNTIA LEITE MARQUES,05/02/2025,11/02/2025,5009386-23.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\44.pdf
45,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Tratamento médico-hospitalar, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,KARLA NANCI GRANDO,04/02/2025,12/02/2025,5009101-30.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\45.pdf
46,CONFLITO DE COMPETÊNCIA,Julgamento Principal,"Devolução de contribuições previdenciárias pagas além do teto, Contribuições Previdenciárias, Contribuições, DIREITO TRIBUTÁRIO, Gratificações de Atividade, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Gratificação de Desempenho da Carreira da Previdência, da Saúde e do Trabalho - GDPST, Gratificações Por Atividades Específicas, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Competência, Jurisdição e Competência, DIREITO PROCESSUAL CIVIL E DO TRABALHO",JEF Recurso Tributário,CYNTIA LEITE MARQUES,04/02/2025,11/03/2025,5008420-60.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\46.pdf
47,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Servidores Inativos, Contribuições Previdenciárias, Contribuições, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CAROLINE MEDEIROS E SILVA,04/02/2025,12/02/2025,5008391-10.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\47.pdf
48,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Indenização por Dano Moral, Responsabilidade do Fornecedor, DIREITO DO CONSUMIDOR, Bancários, Contratos de Consumo, DIREITO DO CONSUMIDOR, Empréstimo consignado, Bancários, Contratos de Consumo, DIREITO DO CONSUMIDOR, Dever de Informação, DIREITO DO CONSUMIDOR",JEF Recurso Cível,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,04/02/2025,25/02/2025,5008363-42.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\48.pdf
49,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Internação/Transferência Hospitalar, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,KARLA NANCI GRANDO,04/02/2025,12/03/2025,5008246-51.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\49.pdf
50,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Servidores Inativos, Contribuições Previdenciárias, Contribuições, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CASSIO MURILO MONTEIRO GRANZINOLI,03/02/2025,25/03/2025,5008179-86.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\50.pdf
51,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Servidores Inativos, Contribuições Previdenciárias, Contribuições, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CASSIO MURILO MONTEIRO GRANZINOLI,03/02/2025,25/03/2025,5008155-58.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\51.pdf
52,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Férias, Sistema Remuneratório e Benefícios, Militar, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,KARLA NANCI GRANDO,03/02/2025,12/02/2025,5007978-94.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\52.pdf
53,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Contratos Bancários, Espécies de contratos, Obrigações, DIREITO CIVIL",JEF Recurso Cível,ALESSANDRA BELFORT BUENO,03/02/2025,12/03/2025,5007834-23.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\53.pdf
54,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Contratos Bancários, Espécies de contratos, Obrigações, DIREITO CIVIL",JEF Recurso Cível,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,03/02/2025,11/03/2025,5002295-85.2025.4.02.5001,outputs\runs\run-20260613T194355128632Z\data\decisions\54.pdf
55,MANDADO DE SEGURANÇA TR CÍVEL,Julgamento Principal,"Adicional de Insalubridade, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CAROLINE MEDEIROS E SILVA,02/02/2025,26/03/2025,5007772-80.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\55.pdf
56,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Indenização por dano moral, Responsabilidade civil, DIREITO CIVIL",JEF Recurso Cível,CAROLINE MEDEIROS E SILVA,01/02/2025,26/02/2025,5007701-78.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\56.pdf
57,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Indenização por dano moral, Responsabilidade civil, DIREITO CIVIL, Obrigação de Fazer / Não Fazer, Liquidação / Cumprimento / Execução, DIREITO PROCESSUAL CIVIL E DO TRABALHO, Antecipação de Tutela / Tutela Específica, Processo e Procedimento, DIREITO PROCESSUAL CIVIL E DO TRABALHO",JEF Recurso Cível,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,01/02/2025,11/03/2025,5007699-11.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\57.pdf
58,Agravo em Pedido de Uniformização de Interpretação de Lei (TRU),,"Aposentadoria por Tempo de Contribuição (Art. 55/6), Benefícios em Espécie, DIREITO PREVIDENCIÁRIO",Turma Regional de Uniformização,FLAVIO OLIVEIRA LUCAS,31/01/2025,10/02/2025,5000023-96.2022.4.02.5107,outputs\runs\run-20260613T194355128632Z\data\decisions\58.pdf
59,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Contribuições Previdenciárias, Contribuições, DIREITO TRIBUTÁRIO, Repetição de Indébito, Crédito Tributário, DIREITO TRIBUTÁRIO, Competência Tributária, Limitações ao Poder de Tributar, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CYNTIA LEITE MARQUES,30/01/2025,11/03/2025,5006967-30.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\59.pdf
60,CONFLITO DE COMPETÊNCIA,Julgamento Principal,"Indenização por Dano Moral, Responsabilidade da Administração, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Aposentadoria por Tempo de Contribuição (Art. 55/6), Benefícios em Espécie, DIREITO PREVIDENCIÁRIO, Competência, Jurisdição e Competência, DIREITO PROCESSUAL CIVIL E DO TRABALHO",JEF Recurso Cível,KARLA NANCI GRANDO,30/01/2025,26/02/2025,5006935-25.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\60.pdf
61,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Pensão, Militar, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,ADRIANA MENEZES DE REZENDE,30/01/2025,12/02/2025,5006914-49.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\61.pdf
62,CONFLITO DE COMPETÊNCIA,Julgamento Principal,"Aposentadoria por Idade - Urbana (art. 48/51), Aposentadoria por Idade (Art. 48/51), Benefícios em Espécie, DIREITO PREVIDENCIÁRIO, Competência, Jurisdição e Competência, DIREITO PROCESSUAL CIVIL E DO TRABALHO",JEF Recurso Previdenciário,JULIANA BRANDAO DA SILVEIRA COUTO,30/01/2025,20/02/2025,5006897-13.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\62.pdf
63,RECURSO CÍVEL,Julgamento Principal,"Auxílio-alimentação, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,ALESSANDRA BELFORT BUENO,30/01/2025,19/03/2025,5006786-29.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\63.pdf
64,Incidente de Resolução de Demandas Repetitivas (Presidência TRU),,"Auxílio-Doença Previdenciário, Benefícios em Espécie, DIREITO PREVIDENCIÁRIO, Urbana (art. 42/44), Aposentadoria por Invalidez (Art. 42/7), Benefícios em Espécie, DIREITO PREVIDENCIÁRIO",Turma Regional de Uniformização,FLAVIO OLIVEIRA LUCAS,29/01/2025,27/02/2025,5000994-71.2025.4.02.0000,outputs\runs\run-20260613T194355128632Z\data\decisions\64.pdf
65,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Sistema Único de Saúde (SUS), Pública, DIREITO DA SAÚDE",JEF Recurso Cível,CASSIO MURILO MONTEIRO GRANZINOLI,29/01/2025,25/03/2025,5006568-98.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\65.pdf
66,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Matrícula - Ausência de Pré-Requisito, ACESSO, DIREITO À EDUCAÇÃO, Outros, Processo Seletivo, ACESSO, DIREITO À EDUCAÇÃO",JEF Recurso Cível,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,29/01/2025,25/02/2025,5006540-33.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\66.pdf
67,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Classificação e/ou Preterição, Concurso Público / Edital, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,ALESSANDRA BELFORT BUENO,29/01/2025,19/02/2025,5006454-62.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\67.pdf
