decisionId,classe,tipoJulgamento,assuntos,competencia,relatorOriginario,dataAutuacao,dataJulgamento,numeroProcesso,inteiroTeorPath
11,RECURSO CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,21/02/2025,25/03/2025,5017048-38.2025.4.02.5101,outputs\runs\run-20260618T183449407031Z\data\decisions\11.pdf
12,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Cirurgia, Tratamento médico-hospitalar, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,ALESSANDRA BELFORT BUENO,20/02/2025,19/03/2025,5016649-09.2025.4.02.5101,outputs\runs\run-20260618T183449407031Z\data\decisions\12.pdf
13,RECURSO CÍVEL,Embargos de Declaração,"Auxílio-alimentação, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,19/02/2025,25/03/2025,5015837-64.2025.4.02.5101,outputs\runs\run-20260618T183449407031Z\data\decisions\13.pdf
14,RECURSO CÍVEL,Julgamento Principal,"Auxílio-alimentação, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,19/02/2025,11/03/2025,5015837-64.2025.4.02.5101,outputs\runs\run-20260618T183449407031Z\data\decisions\14.pdf
15,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Indenização por Dano Material, Responsabilidade do Fornecedor, DIREITO DO CONSUMIDOR, Indenização por Dano Moral, Responsabilidade do Fornecedor, DIREITO DO CONSUMIDOR",JEF Recurso Cível,CYNTIA LEITE MARQUES,19/02/2025,25/02/2025,5015810-81.2025.4.02.5101,outputs\runs\run-20260618T183449407031Z\data\decisions\15.pdf
16,Agravo em Pedido de Uniformização de Interpretação de Lei (TRU),,"Incidência sobre Licença-Prêmio/Abono/Indenização, IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",Turma Regional de Uniformização,FLAVIO OLIVEIRA LUCAS,18/02/2025,27/02/2025,5002855-07.2024.4.02.5116,outputs\runs\run-20260618T183449407031Z\data\decisions\16.pdf
17,Agravo em Pedido de Uniformização de Interpretação de Lei (TRU),,"Indenização por Dano Moral, Responsabilidade do Fornecedor, DIREITO DO CONSUMIDOR, Indenização por Dano Material, Responsabilidade do Fornecedor, DIREITO DO CONSUMIDOR",Turma Regional de Uniformização,FLAVIO OLIVEIRA LUCAS,17/02/2025,27/02/2025,5037189-92.2022.4.02.5001,outputs\runs\run-20260618T183449407031Z\data\decisions\17.pdf
18,PETIÇÃO TR CÍVEL,Julgamento Principal,"Cirurgia, Tratamento médico-hospitalar, Pública, DIREITO DA SAÚDE, Liminar, Medida Cautelar, DIREITO PROCESSUAL CIVIL E DO TRABALHO",JEF Recurso Cível,KARLA NANCI GRANDO,17/02/2025,26/02/2025,5015036-51.2025.4.02.5101,outputs\runs\run-20260618T183449407031Z\data\decisions\18.pdf
19,RECURSO CÍVEL,Julgamento Principal,"Auxílio-alimentação, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CASSIO MURILO MONTEIRO GRANZINOLI,14/02/2025,18/03/2025,5014186-94.2025.4.02.5101,outputs\runs\run-20260618T183449407031Z\data\decisions\19.pdf
20,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Fornecimento de insumos, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,CASSIO MURILO MONTEIRO GRANZINOLI,13/02/2025,25/03/2025,5012949-25.2025.4.02.5101,outputs\runs\run-20260618T183449407031Z\data\decisions\20.pdf
