decisionId,temaTnu,action
1810,312,NEGAR_SEGUIMENTO
1910,312,NEGAR_SEGUIMENTO
1911,312,NEGAR_SEGUIMENTO
60,301,NEGAR_SEGUIMENTO
1992,120,NEGAR_SEGUIMENTO
737,312,NEGAR_SEGUIMENTO
917,271,NEGAR_SEGUIMENTO
1575,182,NEGAR_SEGUIMENTO
283,194,NEGAR_SEGUIMENTO
1461,194,NEGAR_SEGUIMENTO
2,71,NEGAR_SEGUIMENTO
403,312,NEGAR_SEGUIMENTO
813,1,NEGAR_SEGUIMENTO
1952,313,NEGAR_SEGUIMENTO
1006,120,NEGAR_SEGUIMENTO
330,194,NEGAR_SEGUIMENTO
407,194,NEGAR_SEGUIMENTO
409,194,NEGAR_SEGUIMENTO
1213,194,NEGAR_SEGUIMENTO
1493,194,NEGAR_SEGUIMENTO
1792,194,NEGAR_SEGUIMENTO
1103,312,NEGAR_SEGUIMENTO
1309,312,NEGAR_SEGUIMENTO
1391,312,NEGAR_SEGUIMENTO
1527,312,NEGAR_SEGUIMENTO
1628,313,NEGAR_SEGUIMENTO
952,313,NEGAR_SEGUIMENTO
1770,194,NEGAR_SEGUIMENTO
190,194,NEGAR_SEGUIMENTO
817,120,NEGAR_SEGUIMENTO
1876,194,NEGAR_SEGUIMENTO
1306,194,NEGAR_SEGUIMENTO
1346,194,NEGAR_SEGUIMENTO
129,313,NEGAR_SEGUIMENTO
34,313,NEGAR_SEGUIMENTO
858,312,NEGAR_SEGUIMENTO
1125,312,NEGAR_SEGUIMENTO
1313,312,NEGAR_SEGUIMENTO
1314,312,NEGAR_SEGUIMENTO
522,120,NEGAR_SEGUIMENTO
733,120,NEGAR_SEGUIMENTO
371,120,NEGAR_SEGUIMENTO
434,194,NEGAR_SEGUIMENTO
435,194,NEGAR_SEGUIMENTO
543,194,NEGAR_SEGUIMENTO
831,194,NEGAR_SEGUIMENTO
1801,194,NEGAR_SEGUIMENTO
1802,194,NEGAR_SEGUIMENTO
1803,194,NEGAR_SEGUIMENTO
1822,194,NEGAR_SEGUIMENTO
517,301,NEGAR_SEGUIMENTO
1168,301,NEGAR_SEGUIMENTO
32,271,NEGAR_SEGUIMENTO
101,271,NEGAR_SEGUIMENTO
111,271,NEGAR_SEGUIMENTO
134,271,NEGAR_SEGUIMENTO
148,271,NEGAR_SEGUIMENTO
155,271,NEGAR_SEGUIMENTO
197,271,NEGAR_SEGUIMENTO
299,271,NEGAR_SEGUIMENTO
302,271,NEGAR_SEGUIMENTO
322,271,NEGAR_SEGUIMENTO
332,271,NEGAR_SEGUIMENTO
338,271,NEGAR_SEGUIMENTO
363,271,NEGAR_SEGUIMENTO
419,271,NEGAR_SEGUIMENTO
455,271,NEGAR_SEGUIMENTO
488,271,NEGAR_SEGUIMENTO
523,271,NEGAR_SEGUIMENTO
540,271,NEGAR_SEGUIMENTO
571,271,NEGAR_SEGUIMENTO
576,271,NEGAR_SEGUIMENTO
580,271,NEGAR_SEGUIMENTO
585,271,NEGAR_SEGUIMENTO
586,271,NEGAR_SEGUIMENTO
587,271,NEGAR_SEGUIMENTO
592,271,NEGAR_SEGUIMENTO
596,271,NEGAR_SEGUIMENTO
598,271,NEGAR_SEGUIMENTO
605,271,NEGAR_SEGUIMENTO
616,271,NEGAR_SEGUIMENTO
623,271,NEGAR_SEGUIMENTO
742,313,NEGAR_SEGUIMENTO
775,271,NEGAR_SEGUIMENTO
777,271,NEGAR_SEGUIMENTO
972,165,NEGAR_SEGUIMENTO
1029,271,NEGAR_SEGUIMENTO
1044,271,NEGAR_SEGUIMENTO
1061,271,NEGAR_SEGUIMENTO
1070,271,NEGAR_SEGUIMENTO
1116,271,NEGAR_SEGUIMENTO
1122,271,NEGAR_SEGUIMENTO
1146,271,NEGAR_SEGUIMENTO
1304,271,NEGAR_SEGUIMENTO
1334,271,NEGAR_SEGUIMENTO
1414,271,NEGAR_SEGUIMENTO
1434,271,NEGAR_SEGUIMENTO
1510,271,NEGAR_SEGUIMENTO
1511,271,NEGAR_SEGUIMENTO
1523,271,NEGAR_SEGUIMENTO
1539,271,NEGAR_SEGUIMENTO
1678,271,NEGAR_SEGUIMENTO
1821,271,NEGAR_SEGUIMENTO
1923,271,NEGAR_SEGUIMENTO
499,244,NEGAR_SEGUIMENTO
1322,71,NEGAR_SEGUIMENTO
416,244,NEGAR_SEGUIMENTO
791,244,NEGAR_SEGUIMENTO
883,301,NEGAR_SEGUIMENTO
940,254,NEGAR_SEGUIMENTO
1914,254,NEGAR_SEGUIMENTO
1132,194,NEGAR_SEGUIMENTO
1160,246,NEGAR_SEGUIMENTO
1161,246,NEGAR_SEGUIMENTO
1162,246,NEGAR_SEGUIMENTO
1163,246,NEGAR_SEGUIMENTO
1591,194,NEGAR_SEGUIMENTO
1592,194,NEGAR_SEGUIMENTO
1775,194,NEGAR_SEGUIMENTO
146,194,NEGAR_SEGUIMENTO
220,194,NEGAR_SEGUIMENTO
265,194,NEGAR_SEGUIMENTO
291,194,NEGAR_SEGUIMENTO
337,194,NEGAR_SEGUIMENTO
339,194,NEGAR_SEGUIMENTO
398,194,NEGAR_SEGUIMENTO
408,194,NEGAR_SEGUIMENTO
538,194,NEGAR_SEGUIMENTO
560,194,NEGAR_SEGUIMENTO
796,194,NEGAR_SEGUIMENTO
797,194,NEGAR_SEGUIMENTO
863,194,NEGAR_SEGUIMENTO
871,194,NEGAR_SEGUIMENTO
931,194,NEGAR_SEGUIMENTO
932,194,NEGAR_SEGUIMENTO
1079,194,NEGAR_SEGUIMENTO
1148,194,NEGAR_SEGUIMENTO
1225,194,NEGAR_SEGUIMENTO
1299,194,NEGAR_SEGUIMENTO
1331,194,NEGAR_SEGUIMENTO
1402,194,NEGAR_SEGUIMENTO
1487,194,NEGAR_SEGUIMENTO
1492,194,NEGAR_SEGUIMENTO
1494,194,NEGAR_SEGUIMENTO
1496,194,NEGAR_SEGUIMENTO
1500,194,NEGAR_SEGUIMENTO
1670,194,NEGAR_SEGUIMENTO
1735,194,NEGAR_SEGUIMENTO
1745,194,NEGAR_SEGUIMENTO
1756,194,NEGAR_SEGUIMENTO
1793,194,NEGAR_SEGUIMENTO
1794,194,NEGAR_SEGUIMENTO
1811,194,NEGAR_SEGUIMENTO
1817,194,NEGAR_SEGUIMENTO
1832,194,NEGAR_SEGUIMENTO
1835,194,NEGAR_SEGUIMENTO
1873,194,NEGAR_SEGUIMENTO
1883,194,NEGAR_SEGUIMENTO
1898,194,NEGAR_SEGUIMENTO
1903,194,NEGAR_SEGUIMENTO
1912,194,NEGAR_SEGUIMENTO
1941,194,NEGAR_SEGUIMENTO
1988,194,NEGAR_SEGUIMENTO
1990,194,NEGAR_SEGUIMENTO
1993,194,NEGAR_SEGUIMENTO
16,312,NEGAR_SEGUIMENTO
110,312,NEGAR_SEGUIMENTO
128,312,NEGAR_SEGUIMENTO
132,312,NEGAR_SEGUIMENTO
139,312,NEGAR_SEGUIMENTO
141,312,NEGAR_SEGUIMENTO
175,312,NEGAR_SEGUIMENTO
176,312,NEGAR_SEGUIMENTO
184,312,NEGAR_SEGUIMENTO
204,312,NEGAR_SEGUIMENTO
205,312,NEGAR_SEGUIMENTO
217,312,NEGAR_SEGUIMENTO
222,312,NEGAR_SEGUIMENTO
238,312,NEGAR_SEGUIMENTO
245,312,NEGAR_SEGUIMENTO
247,312,NEGAR_SEGUIMENTO
298,312,NEGAR_SEGUIMENTO
343,312,NEGAR_SEGUIMENTO
355,312,NEGAR_SEGUIMENTO
394,312,NEGAR_SEGUIMENTO
425,312,NEGAR_SEGUIMENTO
452,312,NEGAR_SEGUIMENTO
454,312,NEGAR_SEGUIMENTO
467,312,NEGAR_SEGUIMENTO
470,312,NEGAR_SEGUIMENTO
476,312,NEGAR_SEGUIMENTO
477,312,NEGAR_SEGUIMENTO
479,312,NEGAR_SEGUIMENTO
487,312,NEGAR_SEGUIMENTO
502,312,NEGAR_SEGUIMENTO
545,312,NEGAR_SEGUIMENTO
546,312,NEGAR_SEGUIMENTO
549,312,NEGAR_SEGUIMENTO
553,312,NEGAR_SEGUIMENTO
554,312,NEGAR_SEGUIMENTO
562,312,NEGAR_SEGUIMENTO
566,312,NEGAR_SEGUIMENTO
593,312,NEGAR_SEGUIMENTO
615,312,NEGAR_SEGUIMENTO
617,312,NEGAR_SEGUIMENTO
619,312,NEGAR_SEGUIMENTO
633,312,NEGAR_SEGUIMENTO
670,312,NEGAR_SEGUIMENTO
697,312,NEGAR_SEGUIMENTO
784,312,NEGAR_SEGUIMENTO
844,312,NEGAR_SEGUIMENTO
866,312,NEGAR_SEGUIMENTO
868,312,NEGAR_SEGUIMENTO
869,312,NEGAR_SEGUIMENTO
872,312,NEGAR_SEGUIMENTO
911,312,NEGAR_SEGUIMENTO
915,312,NEGAR_SEGUIMENTO
942,312,NEGAR_SEGUIMENTO
949,312,NEGAR_SEGUIMENTO
950,312,NEGAR_SEGUIMENTO
973,312,NEGAR_SEGUIMENTO
977,312,NEGAR_SEGUIMENTO
988,312,NEGAR_SEGUIMENTO
989,312,NEGAR_SEGUIMENTO
998,312,NEGAR_SEGUIMENTO
1027,312,NEGAR_SEGUIMENTO
1028,312,NEGAR_SEGUIMENTO
1030,312,NEGAR_SEGUIMENTO
1102,312,NEGAR_SEGUIMENTO
1108,312,NEGAR_SEGUIMENTO
1109,312,NEGAR_SEGUIMENTO
1145,312,NEGAR_SEGUIMENTO
1186,312,NEGAR_SEGUIMENTO
1187,312,NEGAR_SEGUIMENTO
1190,312,NEGAR_SEGUIMENTO
1203,312,NEGAR_SEGUIMENTO
1204,312,NEGAR_SEGUIMENTO
1205,312,NEGAR_SEGUIMENTO
1228,312,NEGAR_SEGUIMENTO
1236,312,NEGAR_SEGUIMENTO
1258,312,NEGAR_SEGUIMENTO
1291,312,NEGAR_SEGUIMENTO
1305,312,NEGAR_SEGUIMENTO
1316,312,NEGAR_SEGUIMENTO
1332,312,NEGAR_SEGUIMENTO
1335,312,NEGAR_SEGUIMENTO
1355,312,NEGAR_SEGUIMENTO
1359,312,NEGAR_SEGUIMENTO
1371,312,NEGAR_SEGUIMENTO
1372,312,NEGAR_SEGUIMENTO
1386,312,NEGAR_SEGUIMENTO
1404,312,NEGAR_SEGUIMENTO
1405,312,NEGAR_SEGUIMENTO
1426,312,NEGAR_SEGUIMENTO
1427,312,NEGAR_SEGUIMENTO
1451,312,NEGAR_SEGUIMENTO
1452,312,NEGAR_SEGUIMENTO
1455,312,NEGAR_SEGUIMENTO
1456,312,NEGAR_SEGUIMENTO
1459,312,NEGAR_SEGUIMENTO
1460,312,NEGAR_SEGUIMENTO
1478,312,NEGAR_SEGUIMENTO
1486,312,NEGAR_SEGUIMENTO
1488,312,NEGAR_SEGUIMENTO
1489,312,NEGAR_SEGUIMENTO
1490,312,NEGAR_SEGUIMENTO
1504,312,NEGAR_SEGUIMENTO
1506,312,NEGAR_SEGUIMENTO
1507,312,NEGAR_SEGUIMENTO
1509,312,NEGAR_SEGUIMENTO
1525,312,NEGAR_SEGUIMENTO
1550,312,NEGAR_SEGUIMENTO
1590,312,NEGAR_SEGUIMENTO
1595,312,NEGAR_SEGUIMENTO
1615,312,NEGAR_SEGUIMENTO
1622,312,NEGAR_SEGUIMENTO
1624,312,NEGAR_SEGUIMENTO
1648,312,NEGAR_SEGUIMENTO
1668,312,NEGAR_SEGUIMENTO
1682,312,NEGAR_SEGUIMENTO
1687,312,NEGAR_SEGUIMENTO
1688,312,NEGAR_SEGUIMENTO
1689,312,NEGAR_SEGUIMENTO
1690,312,NEGAR_SEGUIMENTO
1691,312,NEGAR_SEGUIMENTO
1692,312,NEGAR_SEGUIMENTO
1698,312,NEGAR_SEGUIMENTO
1721,312,NEGAR_SEGUIMENTO
1724,312,NEGAR_SEGUIMENTO
1757,312,NEGAR_SEGUIMENTO
1777,312,NEGAR_SEGUIMENTO
1778,312,NEGAR_SEGUIMENTO
1805,312,NEGAR_SEGUIMENTO
1812,312,NEGAR_SEGUIMENTO
1815,312,NEGAR_SEGUIMENTO
1840,312,NEGAR_SEGUIMENTO
1863,312,NEGAR_SEGUIMENTO
1864,312,NEGAR_SEGUIMENTO
1901,312,NEGAR_SEGUIMENTO
1908,312,NEGAR_SEGUIMENTO
1918,312,NEGAR_SEGUIMENTO
1922,312,NEGAR_SEGUIMENTO
1937,312,NEGAR_SEGUIMENTO
1940,312,NEGAR_SEGUIMENTO
1970,312,NEGAR_SEGUIMENTO
1823,246,NEGAR_SEGUIMENTO
135,71,NEGAR_SEGUIMENTO
151,71,NEGAR_SEGUIMENTO
232,71,NEGAR_SEGUIMENTO
249,71,NEGAR_SEGUIMENTO
351,71,NEGAR_SEGUIMENTO
353,71,NEGAR_SEGUIMENTO
461,71,NEGAR_SEGUIMENTO
489,71,NEGAR_SEGUIMENTO
532,71,NEGAR_SEGUIMENTO
597,71,NEGAR_SEGUIMENTO
761,71,NEGAR_SEGUIMENTO
762,71,NEGAR_SEGUIMENTO
783,71,NEGAR_SEGUIMENTO
860,71,NEGAR_SEGUIMENTO
891,71,NEGAR_SEGUIMENTO
892,71,NEGAR_SEGUIMENTO
969,71,NEGAR_SEGUIMENTO
971,71,NEGAR_SEGUIMENTO
1036,71,NEGAR_SEGUIMENTO
1056,71,NEGAR_SEGUIMENTO
1214,71,NEGAR_SEGUIMENTO
1499,71,NEGAR_SEGUIMENTO
1707,71,NEGAR_SEGUIMENTO
1782,71,NEGAR_SEGUIMENTO
1953,71,NEGAR_SEGUIMENTO
1518,358,NEGAR_SEGUIMENTO
842,165,NEGAR_SEGUIMENTO
1973,120,NEGAR_SEGUIMENTO
1635,164,NEGAR_SEGUIMENTO
1636,164,NEGAR_SEGUIMENTO
1637,164,NEGAR_SEGUIMENTO
1457,97,NEGAR_SEGUIMENTO
1578,313,NEGAR_SEGUIMENTO
1579,313,NEGAR_SEGUIMENTO
1290,120,NEGAR_SEGUIMENTO
994,313,NEGAR_SEGUIMENTO
530,313,NEGAR_SEGUIMENTO
1008,313,NEGAR_SEGUIMENTO
1010,313,NEGAR_SEGUIMENTO
1012,313,NEGAR_SEGUIMENTO
120,322,NEGAR_SEGUIMENTO
106,324,NEGAR_SEGUIMENTO
382,254,NEGAR_SEGUIMENTO
1363,164,NEGAR_SEGUIMENTO
709,324,NEGAR_SEGUIMENTO
70,182,NEGAR_SEGUIMENTO
1139,313,NEGAR_SEGUIMENTO
1875,313,NEGAR_SEGUIMENTO
1933,339,NEGAR_SEGUIMENTO
1934,339,NEGAR_SEGUIMENTO
278,244,NEGAR_SEGUIMENTO
1508,313,NEGAR_SEGUIMENTO
504,254,NEGAR_SEGUIMENTO
1066,345,SOBRESTAR
235,81,NEGAR_SEGUIMENTO
661,334,NEGAR_SEGUIMENTO
1045,334,NEGAR_SEGUIMENTO
1113,334,NEGAR_SEGUIMENTO
1999,334,NEGAR_SEGUIMENTO
1734,165,NEGAR_SEGUIMENTO
810,313,NEGAR_SEGUIMENTO
74,183,NEGAR_SEGUIMENTO
108,313,NEGAR_SEGUIMENTO
1107,313,NEGAR_SEGUIMENTO
1321,20,NEGAR_SEGUIMENTO
390,277,NEGAR_SEGUIMENTO
418,20,NEGAR_SEGUIMENTO
521,20,NEGAR_SEGUIMENTO
1098,20,NEGAR_SEGUIMENTO
1828,313,NEGAR_SEGUIMENTO
1192,69,NEGAR_SEGUIMENTO
772,120,NEGAR_SEGUIMENTO
1617,20,NEGAR_SEGUIMENTO
1618,20,NEGAR_SEGUIMENTO
1663,71,NEGAR_SEGUIMENTO
1860,313,NEGAR_SEGUIMENTO
218,254,NEGAR_SEGUIMENTO
1558,194,NEGAR_SEGUIMENTO
741,71,NEGAR_SEGUIMENTO
1410,71,NEGAR_SEGUIMENTO
1411,71,NEGAR_SEGUIMENTO
1839,71,NEGAR_SEGUIMENTO
1905,71,NEGAR_SEGUIMENTO
1926,71,NEGAR_SEGUIMENTO
889,45,NEGAR_SEGUIMENTO
1837,45,NEGAR_SEGUIMENTO
1073,27,NEGAR_SEGUIMENTO
1844,27,NEGAR_SEGUIMENTO
1963,27,NEGAR_SEGUIMENTO
1243,313,NEGAR_SEGUIMENTO
1277,313,NEGAR_SEGUIMENTO
213,244,NEGAR_SEGUIMENTO
1755,277,NEGAR_SEGUIMENTO
196,71,NEGAR_SEGUIMENTO
202,312,NEGAR_SEGUIMENTO
1935,312,NEGAR_SEGUIMENTO
1585,120,NEGAR_SEGUIMENTO
1398,71,NEGAR_SEGUIMENTO
1961,71,NEGAR_SEGUIMENTO
534,358,NEGAR_SEGUIMENTO
552,358,NEGAR_SEGUIMENTO
865,358,NEGAR_SEGUIMENTO
885,358,NEGAR_SEGUIMENTO
902,358,NEGAR_SEGUIMENTO
965,358,NEGAR_SEGUIMENTO
1502,358,NEGAR_SEGUIMENTO
1657,358,NEGAR_SEGUIMENTO
1760,358,NEGAR_SEGUIMENTO
1834,358,NEGAR_SEGUIMENTO
1989,358,NEGAR_SEGUIMENTO
287,71,NEGAR_SEGUIMENTO
290,71,NEGAR_SEGUIMENTO
1104,71,NEGAR_SEGUIMENTO
1545,120,NEGAR_SEGUIMENTO
1626,120,NEGAR_SEGUIMENTO
1789,120,NEGAR_SEGUIMENTO
1843,120,NEGAR_SEGUIMENTO
1885,120,NEGAR_SEGUIMENTO
1929,27,NEGAR_SEGUIMENTO
1129,165,NEGAR_SEGUIMENTO
1959,165,NEGAR_SEGUIMENTO
1288,94,NEGAR_SEGUIMENTO
68,313,NEGAR_SEGUIMENTO
631,254,NEGAR_SEGUIMENTO
888,254,NEGAR_SEGUIMENTO
1292,182,NEGAR_SEGUIMENTO
1653,243,NEGAR_SEGUIMENTO
1697,164,NEGAR_SEGUIMENTO
21,88,NEGAR_SEGUIMENTO
282,88,NEGAR_SEGUIMENTO
513,84,NEGAR_SEGUIMENTO
935,182,NEGAR_SEGUIMENTO
938,254,NEGAR_SEGUIMENTO
1270,313,NEGAR_SEGUIMENTO
1759,313,NEGAR_SEGUIMENTO
599,88,NEGAR_SEGUIMENTO
674,88,NEGAR_SEGUIMENTO
1383,220,NEGAR_SEGUIMENTO
57,182,NEGAR_SEGUIMENTO
622,164,NEGAR_SEGUIMENTO
1043,164,NEGAR_SEGUIMENTO
1824,164,NEGAR_SEGUIMENTO
900,164,NEGAR_SEGUIMENTO
48,183,NEGAR_SEGUIMENTO
1780,182,NEGAR_SEGUIMENTO
356,254,NEGAR_SEGUIMENTO
993,254,NEGAR_SEGUIMENTO
708,313,NEGAR_SEGUIMENTO
166,313,NEGAR_SEGUIMENTO
1423,164,NEGAR_SEGUIMENTO
1481,164,NEGAR_SEGUIMENTO
490,243,NEGAR_SEGUIMENTO
1987,99,NEGAR_SEGUIMENTO
1268,313,NEGAR_SEGUIMENTO
1275,313,NEGAR_SEGUIMENTO
1300,313,NEGAR_SEGUIMENTO
1521,182,NEGAR_SEGUIMENTO
854,313,NEGAR_SEGUIMENTO
1719,182,NEGAR_SEGUIMENTO
1256,313,NEGAR_SEGUIMENTO
1857,313,NEGAR_SEGUIMENTO
230,313,NEGAR_SEGUIMENTO
233,244,NEGAR_SEGUIMENTO
1417,320,NEGAR_SEGUIMENTO
1938,182,NEGAR_SEGUIMENTO
229,194,NEGAR_SEGUIMENTO
792,120,NEGAR_SEGUIMENTO
890,120,NEGAR_SEGUIMENTO
1199,120,NEGAR_SEGUIMENTO
126,10,NEGAR_SEGUIMENTO
17,164,NEGAR_SEGUIMENTO
426,164,NEGAR_SEGUIMENTO
873,182,NEGAR_SEGUIMENTO
1758,254,NEGAR_SEGUIMENTO
833,313,NEGAR_SEGUIMENTO
43,194,NEGAR_SEGUIMENTO
752,194,NEGAR_SEGUIMENTO
979,194,NEGAR_SEGUIMENTO
1194,194,NEGAR_SEGUIMENTO
358,10,NEGAR_SEGUIMENTO
1152,229,NEGAR_SEGUIMENTO
1379,229,NEGAR_SEGUIMENTO
1413,229,NEGAR_SEGUIMENTO
1495,229,NEGAR_SEGUIMENTO
1546,229,NEGAR_SEGUIMENTO
260,246,NEGAR_SEGUIMENTO
261,246,NEGAR_SEGUIMENTO
55,334,NEGAR_SEGUIMENTO
219,164,NEGAR_SEGUIMENTO
221,164,NEGAR_SEGUIMENTO
226,334,NEGAR_SEGUIMENTO
263,334,NEGAR_SEGUIMENTO
274,334,NEGAR_SEGUIMENTO
277,334,NEGAR_SEGUIMENTO
413,257,NEGAR_SEGUIMENTO
423,334,NEGAR_SEGUIMENTO
711,334,NEGAR_SEGUIMENTO
743,334,NEGAR_SEGUIMENTO
962,164,NEGAR_SEGUIMENTO
1035,334,NEGAR_SEGUIMENTO
1362,257,NEGAR_SEGUIMENTO
1390,257,NEGAR_SEGUIMENTO
1425,164,NEGAR_SEGUIMENTO
1462,164,NEGAR_SEGUIMENTO
1465,164,NEGAR_SEGUIMENTO
1475,164,NEGAR_SEGUIMENTO
1997,164,NEGAR_SEGUIMENTO
7,257,NEGAR_SEGUIMENTO
334,27,NEGAR_SEGUIMENTO
1467,164,NEGAR_SEGUIMENTO
1768,257,NEGAR_SEGUIMENTO
602,313,NEGAR_SEGUIMENTO
206,313,NEGAR_SEGUIMENTO
306,313,NEGAR_SEGUIMENTO
547,313,NEGAR_SEGUIMENTO
937,340,NEGAR_SEGUIMENTO
987,313,NEGAR_SEGUIMENTO
1112,313,NEGAR_SEGUIMENTO
1114,313,NEGAR_SEGUIMENTO
1171,340,NEGAR_SEGUIMENTO
1325,313,NEGAR_SEGUIMENTO
1795,340,NEGAR_SEGUIMENTO
1485,313,NEGAR_SEGUIMENTO
1995,164,NEGAR_SEGUIMENTO
896,32,NEGAR_SEGUIMENTO
122,194,NEGAR_SEGUIMENTO
1093,194,NEGAR_SEGUIMENTO
1324,194,NEGAR_SEGUIMENTO
1744,194,NEGAR_SEGUIMENTO
1616,182,NEGAR_SEGUIMENTO
1708,182,NEGAR_SEGUIMENTO
472,313,NEGAR_SEGUIMENTO
644,313,NEGAR_SEGUIMENTO
645,313,NEGAR_SEGUIMENTO
646,313,NEGAR_SEGUIMENTO
647,313,NEGAR_SEGUIMENTO
648,313,NEGAR_SEGUIMENTO
649,313,NEGAR_SEGUIMENTO
650,313,NEGAR_SEGUIMENTO
651,313,NEGAR_SEGUIMENTO
695,313,NEGAR_SEGUIMENTO
696,313,NEGAR_SEGUIMENTO
698,313,NEGAR_SEGUIMENTO
699,313,NEGAR_SEGUIMENTO
700,313,NEGAR_SEGUIMENTO
713,313,NEGAR_SEGUIMENTO
714,313,NEGAR_SEGUIMENTO
715,313,NEGAR_SEGUIMENTO
716,313,NEGAR_SEGUIMENTO
717,313,NEGAR_SEGUIMENTO
718,313,NEGAR_SEGUIMENTO
719,313,NEGAR_SEGUIMENTO
720,313,NEGAR_SEGUIMENTO
1639,254,NEGAR_SEGUIMENTO
1640,254,NEGAR_SEGUIMENTO
1669,313,NEGAR_SEGUIMENTO
225,164,NEGAR_SEGUIMENTO
505,164,NEGAR_SEGUIMENTO
879,164,NEGAR_SEGUIMENTO
897,164,NEGAR_SEGUIMENTO
961,164,NEGAR_SEGUIMENTO
1472,164,NEGAR_SEGUIMENTO
1996,164,NEGAR_SEGUIMENTO
1445,244,NEGAR_SEGUIMENTO
1919,164,NEGAR_SEGUIMENTO
1980,345,SOBRESTAR
1230,313,NEGAR_SEGUIMENTO
1571,320,NEGAR_SEGUIMENTO
1720,263,NEGAR_SEGUIMENTO
