decisionId,classe,tipoJulgamento,assuntos,competencia,relatorOriginario,dataAutuacao,dataJulgamento,numeroProcesso,inteiroTeorPath
TRF2-LIVE-11,Apelação Cível,COLEGIADO,"DIREITO PÚBLICO E CONSELHOS PROFISSIONAIS. EXECUÇÃO FISCAL. PRESCRIÇÃO INTERCORRENTE. RECURSO DE APELAÇÃO DESPROVIDO. I. CASO EM EXAME 1. Apelação cível interposta por autarquia contra sentença que extinguiu execução fiscal pelo reconhecimento da prescrição intercorrente, após o transcurso de mais de seis anos sem a localização de bens penhoráveis. II. QUESTÃO EM DISCUSSÃO 2. A questão em discussão consiste em saber ",6ª TURMA ESPECIALIZADA,GUILHERME CALMON NOGUEIRA DA GAMA,,03/06/2026,0192623-29.2017.4.02.5101,https://eproc.trf2.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=01926232920174025101
TRF2-LIVE-12,Apelação Cível,COLEGIADO,"DIREITO DA PROPRIEDADE INTELECTUAL. PROCESSUAL CIVIL. APELAÇÃO CÍVEL. AÇÃO ANULATÓRIA DE ATOS ADMINISTRATIVOS DO INPI. MARCAS. DIREITO DE PRECEDÊNCIA. ART. 129, CAPUT E § 1º, DA LEI Nº 9.279/1996. PRINCÍPIO DA ESPECIALIDADE. NOME DE DOMÍNIO. AUSÊNCIA DE PROVA DE USO MARCÁRIO ANTERIOR EM PRODUTOS E SERVIÇOS AFINS. ART. 128, § 1º, DA LEI Nº 9.279/1996. ATIVIDADE EFETIVA E LÍCITA DO DEPOSITANTE. ART. 124, XIX E XXIII, D",1ª TURMA ESPECIALIZADA,,,02/06/2026,5134101-11.2023.4.02.5101,https://eproc.trf2.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=51341011120234025101
TRF2-LIVE-13,Apelação Cível,COLEGIADO,"PREVIDENCIÁRIO E PROCESSUAL CIVIL. APELAÇÃO CÍVEL. AUXÍLIO POR INCAPACIDADE TEMPORÁRIA. PERÍCIA POR MÉDICO NÃO ESPECIALISTA. CERCEAMENTO DE DEFESA. SENTENÇA ANULADA. I. Caso em exame Apelação cível interposta em face de sentença que julgou improcedente o pedido de restabelecimento de auxílio por incapacidade temporária e indenização por danos morais, após laudo pericial realizado por médico psiquiatra não constatar i",2ª TURMA ESPECIALIZADA,ROBERTO DANTES SCHUMAN DE PAULA,,27/05/2026,5006714-10.2023.4.02.5005,https://eproc.trf2.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50067141020234025005
TRF2-LIVE-14,Apelação Cível,COLEGIADO,DIREITO PREVIDENCIÁRIO. APELAÇÃO CÍVEL. APOSENTADORIA RURAL POR IDADE. SEGURADA ESPECIAL. REGIME DE ECONOMIA FAMILIAR. EXERCÍCIO DE ATIVIDADE URBANA POR CÔNJUGE. DIMENSÃO DA PROPRIEDADE. INÍCIO DE PROVA MATERIAL CORROBORADO POR PROVA TESTEMUNHAL. COISA JULGADA AFASTADA. CONSECTÁRIOS LEGAIS. RECURSO PARCIALMENTE PROVIDO. I. CASO EM EXAME 1. Apelação cível interposta pelo INSS contra sentença que julgou procedente o pe,1ª TURMA ESPECIALIZADA,JULIO DE CASTILHOS,,09/04/2026,5000693-03.2025.4.02.9999,https://eproc.trf2.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50006930320254029999
TRF2-LIVE-15,Apelação Cível,COLEGIADO,"PREVIDENCIÁRIO. APELAÇÃO DO INSS. APOSENTADORIA POR IDADE RURAL. COMPROVAÇÃO DO LABOR RURAL POR INÍCIO DE PROVA MATERIAL CORROBORADO POR PROVA TESTEMUNHAL PRODUZIDA EM JUÍZO. CONSECTÁRIOS LEGAIS, NA FORMA DO MANUAL DE CÁLCULOS DA JUSTIÇA FEDERAL. HONORÁRIOS ADVOCATÍCIOS. CPC/2015. CUSTAS E TAXA JUDICIÁRIA. RECURSO DO INSS A QUE SE NEGA PROVIMENTO. I. CASO EM EXAME 1. A hipótese dos autos é de recurso contra sentença ",2ª TURMA ESPECIALIZADA,ALFREDO JARA MOURA,,15/09/2025,5000669-43.2023.4.02.9999,https://eproc.trf2.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50006694320234029999
TRF2-LIVE-16,Apelação Cível,COLEGIADO,"DIREITO PREVIDENCIÁRIO . APELAÇÃO CÍVEL. APOSENTADORIA POR IDADE RURAL. CERCEAMENTO DE DEFESA. NULIDADE DA SENTENÇA. RECURSO PREJUDICADO. I. CASO EM EXAME: 1. Apelação cível interposta pela autora contra sentença que julgou improcedente o pedido de concessão de aposentadoria por idade rural, sob o fundamento de insuficiência de prova do labor rural no período remoto (1984 a 2013), sem a realização de prova testemunha",2ª TURMA ESPECIALIZADA,FLAVIO OLIVEIRA LUCAS RELATOR PARA ACÓRDÃO ALFREDO HILARIO DE SOUZA,,27/05/2026,5000172-24.2026.4.02.9999,https://eproc.trf2.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50001722420264029999
TRF2-LIVE-17,Apelação Cível,COLEGIADO,"DIREITO PREVIDENCIÁRIO E PROCESSUAL CIVIL. APELAÇÃO CÍVEL EM MANDADO DE SEGURANÇA. CORREÇÃO DE CERTIDÃO DE TEMPO DE CONTRIBUIÇÃO (CTC). AUSÊNCIA DE PRÉVIO REQUERIMENTO ADMINISTRATIVO DE REVISÃO. FALTA DE INTERESSE DE AGIR. RECURSO DESPROVIDO. I. CASO EM EXAME: 1. Apelação cível interposta contra sentença que julgou extinto o processo, sem resolução do mérito, por perda superveniente do interesse de agir. A impetrante",2ª TURMA ESPECIALIZADA,ALFREDO HILARIO DE SOUZA,,25/05/2026,5027466-44.2025.4.02.5001,https://eproc.trf2.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50274664420254025001
TRF2-LIVE-18,Apelação Cível,COLEGIADO,DIREITO ADMINISTRATIVO E CIVIL. APELAÇÃO CÍVEL. RESPONSABILIDADE CIVIL DO ESTADO. MORTE EM OPERAÇÃO DE SEGURANÇA PÚBLICA. NEXO CAUSAL NÃO DEMONSTRADO. APELAÇÃO DESPROVIDA. I. CASO EM EXAME 1.Apelação cível interposta em face de sentença que extinguiu o processo sem resolução de mérito quanto a um dos autores por ilegitimidade ativa e julgou improcedentes os pedidos de indenização por danos morais decorrentes de morte,6ª TURMA ESPECIALIZADA,GUILHERME CALMON NOGUEIRA DA GAMA,,02/06/2026,5000933-93.2022.4.02.5117,https://eproc.trf2.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50009339320224025117
TRF2-LIVE-19,Apelação Cível,COLEGIADO,"DIREITO PREVIDENCIÁRIO E PROCESSUAL CIVIL. APELAÇÃO CÍVEL. APOSENTADORIA POR TEMPO DE CONTRIBUIÇÃO. ATIVIDADE ESPECIAL DE ENGENHEIRO. INSUFICIÊNCIA DE PROVAS. EXTINÇÃO SEM RESOLUÇÃO DE MÉRITO. PROVIMENTO PARCIAL. I. CASO EM EXAME 1. Apelação cível interposta contra sentença que reconheceu parcialmente tempo especial e concedeu aposentadoria por tempo de contribuição, sob o fundamento de que períodos de trabalho autôn",2ª TURMA ESPECIALIZADA,FLAVIO OLIVEIRA LUCAS RELATOR PARA ACÓRDÃO ALFREDO HILARIO DE SOUZA,,27/05/2026,5002137-53.2023.4.02.5113,https://eproc.trf2.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50021375320234025113
TRF2-LIVE-20,Apelação Cível,COLEGIADO,DIREITO PREVIDENCIÁRIO E PROCESSUAL CIVIL. APELAÇÃO. APOSENTADORIA POR INVALIDEZ . CONSECTÁRIOS LEGAIS. CORREÇÃO MONETÁRIA E JUROS DE MORA. SELIC. EMENDAS CONSTITUCIONAIS Nº 113/2021 E 136/2025. TERMO INICIAL DOS JUROS. MANUAL DE CÁLCULOS DA JUSTIÇA FEDERAL. PROVIMENTO PARCIAL. I. CASO EM EXAME Apelação interposta pelo INSS contra sentença que julgou parcialmente procedente o pedido para conceder aposentadoria por in,2ª TURMA ESPECIALIZADA,FLAVIO OLIVEIRA LUCAS,,25/05/2026,5011333-58.2024.4.02.5001,https://eproc.trf2.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50113335820244025001
