decisionId,classe,tipoJulgamento,assuntos,competencia,relatorOriginario,dataAutuacao,dataJulgamento,numeroProcesso,inteiroTeorPath
11,RECURSO CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,21/02/2025,25/03/2025,5017048-38.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\11.pdf
12,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Cirurgia, Tratamento médico-hospitalar, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,ALESSANDRA BELFORT BUENO,20/02/2025,19/03/2025,5016649-09.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\12.pdf
13,RECURSO CÍVEL,Embargos de Declaração,"Auxílio-alimentação, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,19/02/2025,25/03/2025,5015837-64.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\13.pdf
14,RECURSO CÍVEL,Julgamento Principal,"Auxílio-alimentação, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,19/02/2025,11/03/2025,5015837-64.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\14.pdf
15,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Indenização por Dano Material, Responsabilidade do Fornecedor, DIREITO DO CONSUMIDOR, Indenização por Dano Moral, Responsabilidade do Fornecedor, DIREITO DO CONSUMIDOR",JEF Recurso Cível,CYNTIA LEITE MARQUES,19/02/2025,25/02/2025,5015810-81.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\15.pdf
16,Agravo em Pedido de Uniformização de Interpretação de Lei (TRU),,"Incidência sobre Licença-Prêmio/Abono/Indenização, IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",Turma Regional de Uniformização,FLAVIO OLIVEIRA LUCAS,18/02/2025,27/02/2025,5002855-07.2024.4.02.5116,outputs\runs\run-20260614T160130721377Z\data\decisions\16.pdf
17,Agravo em Pedido de Uniformização de Interpretação de Lei (TRU),,"Indenização por Dano Moral, Responsabilidade do Fornecedor, DIREITO DO CONSUMIDOR, Indenização por Dano Material, Responsabilidade do Fornecedor, DIREITO DO CONSUMIDOR",Turma Regional de Uniformização,FLAVIO OLIVEIRA LUCAS,17/02/2025,27/02/2025,5037189-92.2022.4.02.5001,outputs\runs\run-20260614T160130721377Z\data\decisions\17.pdf
18,PETIÇÃO TR CÍVEL,Julgamento Principal,"Cirurgia, Tratamento médico-hospitalar, Pública, DIREITO DA SAÚDE, Liminar, Medida Cautelar, DIREITO PROCESSUAL CIVIL E DO TRABALHO",JEF Recurso Cível,KARLA NANCI GRANDO,17/02/2025,26/02/2025,5015036-51.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\18.pdf
19,RECURSO CÍVEL,Julgamento Principal,"Auxílio-alimentação, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CASSIO MURILO MONTEIRO GRANZINOLI,14/02/2025,18/03/2025,5014186-94.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\19.pdf
20,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Fornecimento de insumos, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,CASSIO MURILO MONTEIRO GRANZINOLI,13/02/2025,25/03/2025,5012949-25.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\20.pdf
21,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"CPF/Cadastro de Pessoas Físicas, Obrigação Tributária, DIREITO TRIBUTÁRIO, Isenção, Limitações ao Poder de Tributar, DIREITO TRIBUTÁRIO, Repetição de Indébito, Crédito Tributário, DIREITO TRIBUTÁRIO, Moléstia Profissional ou Doença Grave, Invalidez Permanente, Aposentadoria, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Tributário,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,13/02/2025,18/03/2025,5012124-81.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\21.pdf
22,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Tratamento médico-hospitalar, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,CASSIO MURILO MONTEIRO GRANZINOLI,12/02/2025,25/03/2025,5012020-89.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\22.pdf
23,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Fornecimento de insumos, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,CAROLINE MEDEIROS E SILVA,12/02/2025,26/03/2025,5011821-67.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\23.pdf
24,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Pensão, Militar, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Antecipação de Tutela / Tutela Específica, Processo e Procedimento, DIREITO PROCESSUAL CIVIL E DO TRABALHO",JEF Recurso Cível,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,11/02/2025,18/03/2025,5011406-84.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\24.pdf
25,PETIÇÃO TR CÍVEL,Julgamento Principal,"Fornecimento de insumos, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,CYNTIA LEITE MARQUES,11/02/2025,18/03/2025,5011233-60.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\25.pdf
26,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Oncológico, Fornecimento de medicamentos, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,ALESSANDRA BELFORT BUENO,11/02/2025,19/03/2025,5011213-69.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\26.pdf
27,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Fornecimento de insumos, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,ALESSANDRA BELFORT BUENO,11/02/2025,19/03/2025,5011211-02.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\27.pdf
28,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Contratos Bancários, Espécies de contratos, Obrigações, DIREITO CIVIL",JEF Recurso Cível,CYNTIA LEITE MARQUES,11/02/2025,18/03/2025,5011122-76.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\28.pdf
29,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Internação/Transferência Hospitalar, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,ALESSANDRA BELFORT BUENO,10/02/2025,19/03/2025,5011019-69.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\29.pdf
30,RECURSO CÍVEL,Julgamento Principal,"Abono de Permanência, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,ADRIANA MENEZES DE REZENDE,10/02/2025,26/02/2025,5010759-89.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\30.pdf
31,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Fornecimento de insumos, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,CAROLINE MEDEIROS E SILVA,10/02/2025,19/03/2025,5010758-07.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\31.pdf
32,RECURSO CÍVEL,Julgamento Principal,"Progressão Funcional com Interstício de Doze Meses, Promoção / Ascensão, Regime Estatutário, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CYNTIA LEITE MARQUES,10/02/2025,11/03/2025,5010717-40.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\32.pdf
33,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Fornecimento de medicamentos, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,ALESSANDRA BELFORT BUENO,10/02/2025,12/03/2025,5010702-71.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\33.pdf
34,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Indenização por dano moral, Responsabilidade civil, DIREITO CIVIL, Indenização por Dano Moral, Responsabilidade da Administração, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CYNTIA LEITE MARQUES,10/02/2025,18/03/2025,5010661-07.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\34.pdf
35,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Leito de enfermaria / Leito oncológico, Internação/Transferência Hospitalar, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,CYNTIA LEITE MARQUES,09/02/2025,18/03/2025,5010491-35.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\35.pdf
36,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Contribuições Previdenciárias, Contribuições, DIREITO TRIBUTÁRIO, Repetição de Indébito, Crédito Tributário, DIREITO TRIBUTÁRIO, Competência Tributária, Limitações ao Poder de Tributar, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,ADRIANA MENEZES DE REZENDE,07/02/2025,19/03/2025,5010315-56.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\36.pdf
37,RECURSO CÍVEL,Julgamento Principal,"PIS/PASEP, Organização Político-administrativa / Administração Pública, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CAROLINE MEDEIROS E SILVA,07/02/2025,19/03/2025,5000253-42.2025.4.02.5105,outputs\runs\run-20260614T160130721377Z\data\decisions\37.pdf
38,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Tratamento médico-hospitalar, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,CASSIO MURILO MONTEIRO GRANZINOLI,06/02/2025,25/03/2025,5009821-94.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\38.pdf
39,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Contratos Bancários, Espécies de contratos, Obrigações, DIREITO CIVIL",JEF Recurso Cível,ALESSANDRA BELFORT BUENO,06/02/2025,12/02/2025,5009793-29.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\39.pdf
40,RECURSO DE MEDIDA CAUTELAR CÍVEL,Embargos de Declaração,"Contratos Bancários, Espécies de contratos, Obrigações, DIREITO CIVIL",JEF Recurso Cível,ALESSANDRA BELFORT BUENO,06/02/2025,12/03/2025,5009793-29.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\40.pdf
41,CONFLITO DE COMPETÊNCIA,Julgamento Principal,"Concessão / Permissão / Autorização, Serviços, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Competência, Jurisdição e Competência, DIREITO PROCESSUAL CIVIL E DO TRABALHO",JEF Recurso Cível,KARLA NANCI GRANDO,06/02/2025,26/02/2025,5009696-29.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\41.pdf
42,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Consulta, Tratamento médico-hospitalar, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,CASSIO MURILO MONTEIRO GRANZINOLI,05/02/2025,18/03/2025,5009553-40.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\42.pdf
43,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO, Retido na fonte, IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,ALESSANDRA BELFORT BUENO,05/02/2025,12/02/2025,5009404-44.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\43.pdf
44,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"IPVA - Imposto Sobre Propriedade de Veículos Automotores, Impostos, DIREITO TRIBUTÁRIO, ICMS/ Imposto sobre Circulação de Mercadorias, Impostos, DIREITO TRIBUTÁRIO, IPI/ Imposto sobre Produtos Industrializados, Impostos, DIREITO TRIBUTÁRIO, IOC/IOF Imposto sobre operações de crédito, câmbio e seguro, ou relativas a títulos ou valores mobiliários, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CYNTIA LEITE MARQUES,05/02/2025,11/02/2025,5009386-23.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\44.pdf
45,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Tratamento médico-hospitalar, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,KARLA NANCI GRANDO,04/02/2025,12/02/2025,5009101-30.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\45.pdf
46,CONFLITO DE COMPETÊNCIA,Julgamento Principal,"Devolução de contribuições previdenciárias pagas além do teto, Contribuições Previdenciárias, Contribuições, DIREITO TRIBUTÁRIO, Gratificações de Atividade, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Gratificação de Desempenho da Carreira da Previdência, da Saúde e do Trabalho - GDPST, Gratificações Por Atividades Específicas, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Competência, Jurisdição e Competência, DIREITO PROCESSUAL CIVIL E DO TRABALHO",JEF Recurso Tributário,CYNTIA LEITE MARQUES,04/02/2025,11/03/2025,5008420-60.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\46.pdf
47,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Servidores Inativos, Contribuições Previdenciárias, Contribuições, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CAROLINE MEDEIROS E SILVA,04/02/2025,12/02/2025,5008391-10.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\47.pdf
48,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Indenização por Dano Moral, Responsabilidade do Fornecedor, DIREITO DO CONSUMIDOR, Bancários, Contratos de Consumo, DIREITO DO CONSUMIDOR, Empréstimo consignado, Bancários, Contratos de Consumo, DIREITO DO CONSUMIDOR, Dever de Informação, DIREITO DO CONSUMIDOR",JEF Recurso Cível,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,04/02/2025,25/02/2025,5008363-42.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\48.pdf
49,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Internação/Transferência Hospitalar, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,KARLA NANCI GRANDO,04/02/2025,12/03/2025,5008246-51.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\49.pdf
50,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Servidores Inativos, Contribuições Previdenciárias, Contribuições, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CASSIO MURILO MONTEIRO GRANZINOLI,03/02/2025,25/03/2025,5008179-86.2025.4.02.5101,outputs\runs\run-20260614T160130721377Z\data\decisions\50.pdf
