ID DECISÃO TRF2,NUMERO PROCESSO,TEMA TNU,CONSONÂNCIA OU DISSONÂNCIA
1370,5069686-82.2024.4.02.5101,294,CONSONANCIA
1543,5066053-63.2024.4.02.5101,294,CONSONANCIA
1544,5066053-63.2024.4.02.5101,294,CONSONANCIA
1551,5065965-25.2024.4.02.5101,294,CONSONANCIA
1586,5065369-41.2024.4.02.5101,294,CONSONANCIA
1587,5065369-41.2024.4.02.5101,294,CONSONANCIA
1684,5063851-16.2024.4.02.5101,294,CONSONANCIA
1685,5003421-80.2024.4.02.5107,294,CONSONANCIA
1701,5063462-31.2024.4.02.5101,294,CONSONANCIA
1702,5063462-31.2024.4.02.5101,294,CONSONANCIA
1703,5063461-46.2024.4.02.5101,294,CONSONANCIA
1704,5063461-46.2024.4.02.5101,294,CONSONANCIA
1658,5064270-36.2024.4.02.5101,329,CONSONANCIA
604,5036035-68.2024.4.02.5001,120,CONSONANCIA
62,5006897-13.2025.4.02.5101,301,CONSONANCIA
98,5003640-77.2025.4.02.5101,301,CONSONANCIA
253,5103037-46.2024.4.02.5101,301,CONSONANCIA
421,5094469-41.2024.4.02.5101,301,CONSONANCIA
829,5034120-81.2024.4.02.5001,157,CONSONANCIA
837,5014562-91.2024.4.02.0000,157,CONSONANCIA
1454,5067694-86.2024.4.02.5101,157,CONSONANCIA
1557,5002495-05.2024.4.02.5106,157,CONSONANCIA
1686,5008028-06.2024.4.02.5118,157,CONSONANCIA
1726,5005329-24.2023.4.02.5103,13,CONSONANCIA
1877,5005470-09.2024.4.02.5006,157,CONSONANCIA
1924,5002104-77.2020.4.02.5110,13,CONSONANCIA
859,5033779-55.2024.4.02.5001,120,CONSONANCIA
618,5134125-39.2023.4.02.5101,271,CONSONANCIA
620,5086800-68.2023.4.02.5101,271,CONSONANCIA
73,5001527-62.2025.4.02.5001,120,CONSONANCIA
174,5042251-45.2024.4.02.5001,120,CONSONANCIA
1091,5006618-55.2024.4.02.5006,120,CONSONANCIA
1279,5030742-20.2024.4.02.5001,120,CONSONANCIA
1358,5030155-95.2024.4.02.5001,120,CONSONANCIA
626,5000091-67.2022.4.02.5003,164,CONSONANCIA
1196,5056703-85.2023.4.02.5101,164,CONSONANCIA
58,5000023-96.2022.4.02.5107,164,CONSONANCIA
130,5001598-69.2022.4.02.5001,164,CONSONANCIA
751,5001977-38.2022.4.02.5121,164,CONSONANCIA
621,5010728-23.2022.4.02.5118,164,CONSONANCIA
1197,5007257-51.2021.4.02.5112,164,CONSONANCIA
1364,0500074-68.2016.4.02.5165,164,CONSONANCIA
1917,5075817-44.2022.4.02.5101,164,CONSONANCIA
1763,5002865-07.2021.4.02.5003,164,CONSONANCIA
1764,5002865-07.2021.4.02.5003,164,CONSONANCIA
46,5008420-60.2025.4.02.5101,257,CONSONANCIA
354,5097506-76.2024.4.02.5101,313,CONSONANCIA
373,5096688-27.2024.4.02.5101,271,CONSONANCIA
375,5096654-52.2024.4.02.5101,313,CONSONANCIA
1676,5064016-63.2024.4.02.5101,313,CONSONANCIA
934,5033308-39.2024.4.02.5001,131,CONSONANCIA
1738,5062763-40.2024.4.02.5101,313,CONSONANCIA
1986,5004461-58.2024.4.02.5120,313,CONSONANCIA
1767,5027424-29.2024.4.02.5001,312,CONSONANCIA
1810,5061857-50.2024.4.02.5101,312,CONSONANCIA
1910,5060460-53.2024.4.02.5101,312,CONSONANCIA
1911,5060460-53.2024.4.02.5101,312,CONSONANCIA
60,5006935-25.2025.4.02.5101,301,CONSONANCIA
1992,5059584-98.2024.4.02.5101,120,CONSONANCIA
737,5085426-80.2024.4.02.5101,312,CONSONANCIA
917,5080038-02.2024.4.02.5101,271,CONSONANCIA
1575,5065534-88.2024.4.02.5101,182,CONSONANCIA
283,5101279-32.2024.4.02.5101,194,CONSONANCIA
1461,5067604-78.2024.4.02.5101,194,CONSONANCIA
2,5020184-43.2025.4.02.5101,71,CONSONANCIA
403,5046352-62.2023.4.02.5001,312,CONSONANCIA
813,5082536-71.2024.4.02.5101,1,CONSONANCIA
1952,5059945-18.2024.4.02.5101,313,CONSONANCIA
1006,5032716-92.2024.4.02.5001,120,CONSONANCIA
330,5098369-32.2024.4.02.5101,194,CONSONANCIA
407,5094807-15.2024.4.02.5101,194,CONSONANCIA
409,5094800-23.2024.4.02.5101,194,CONSONANCIA
1213,5073056-69.2024.4.02.5101,194,CONSONANCIA
1493,5067075-59.2024.4.02.5101,194,CONSONANCIA
1792,5062070-56.2024.4.02.5101,194,CONSONANCIA
1103,5006930-26.2023.4.02.5116,312,CONSONANCIA
1309,5005003-52.2023.4.02.5107,312,CONSONANCIA
1391,5133017-72.2023.4.02.5101,312,CONSONANCIA
1527,5066371-46.2024.4.02.5101,312,CONSONANCIA
1628,5064481-72.2024.4.02.5101,313,CONSONANCIA
952,5079191-97.2024.4.02.5101,313,CONSONANCIA
1770,5062273-18.2024.4.02.5101,194,CONSONANCIA
190,5107168-64.2024.4.02.5101,194,CONSONANCIA
817,5034155-41.2024.4.02.5001,120,CONSONANCIA
1876,5026818-98.2024.4.02.5001,194,CONSONANCIA
1306,5071109-77.2024.4.02.5101,194,CONSONANCIA
1346,5070269-67.2024.4.02.5101,194,CONSONANCIA
129,5009870-18.2023.4.02.5001,313,CONSONANCIA
34,5010661-07.2025.4.02.5101,313,CONSONANCIA
858,5081216-83.2024.4.02.5101,312,CONSONANCIA
1125,5074999-24.2024.4.02.5101,312,CONSONANCIA
1313,5071028-31.2024.4.02.5101,312,CONSONANCIA
1314,5071028-31.2024.4.02.5101,312,CONSONANCIA
522,5037092-24.2024.4.02.5001,120,CONSONANCIA
733,5085553-18.2024.4.02.5101,120,CONSONANCIA
371,5038830-47.2024.4.02.5001,120,CONSONANCIA
434,5094152-43.2024.4.02.5101,194,CONSONANCIA
435,5094146-36.2024.4.02.5101,194,CONSONANCIA
543,5091136-81.2024.4.02.5101,194,CONSONANCIA
831,5082220-58.2024.4.02.5101,194,CONSONANCIA
1801,5061961-42.2024.4.02.5101,194,CONSONANCIA
1802,5061954-50.2024.4.02.5101,194,CONSONANCIA
1803,5061953-65.2024.4.02.5101,194,CONSONANCIA
1822,5061735-37.2024.4.02.5101,194,CONSONANCIA
517,5091902-37.2024.4.02.5101,301,CONSONANCIA
1168,5074096-86.2024.4.02.5101,301,CONSONANCIA
32,5010717-40.2025.4.02.5101,271,CONSONANCIA
101,5003622-56.2025.4.02.5101,271,CONSONANCIA
111,5002292-24.2025.4.02.5101,271,CONSONANCIA
134,5000502-05.2025.4.02.5101,271,CONSONANCIA
148,5012325-56.2024.4.02.5118,271,CONSONANCIA
155,5111994-36.2024.4.02.5101,271,CONSONANCIA
197,5013220-65.2024.4.02.5102,271,CONSONANCIA
299,5099713-48.2024.4.02.5101,271,CONSONANCIA
302,5099622-55.2024.4.02.5101,271,CONSONANCIA
322,5098648-18.2024.4.02.5101,271,CONSONANCIA
332,5098349-41.2024.4.02.5101,271,CONSONANCIA
338,5098121-66.2024.4.02.5101,271,CONSONANCIA
363,5097039-97.2024.4.02.5101,271,CONSONANCIA
419,5094551-72.2024.4.02.5101,271,CONSONANCIA
455,5093550-52.2024.4.02.5101,271,CONSONANCIA
488,5092721-71.2024.4.02.5101,271,CONSONANCIA
523,5091755-11.2024.4.02.5101,271,CONSONANCIA
540,5091185-25.2024.4.02.5101,271,CONSONANCIA
571,5008730-94.2024.4.02.5103,271,CONSONANCIA
576,5089819-48.2024.4.02.5101,271,CONSONANCIA
580,5089730-25.2024.4.02.5101,271,CONSONANCIA
585,5089622-93.2024.4.02.5101,271,CONSONANCIA
586,5089494-73.2024.4.02.5101,271,CONSONANCIA
587,5089486-96.2024.4.02.5101,271,CONSONANCIA
592,5013000-43.2024.4.02.5110,271,CONSONANCIA
596,5089001-96.2024.4.02.5101,271,CONSONANCIA
598,5088910-06.2024.4.02.5101,271,CONSONANCIA
605,5008640-86.2024.4.02.5103,271,CONSONANCIA
616,5088150-57.2024.4.02.5101,271,CONSONANCIA
623,5087976-48.2024.4.02.5101,271,CONSONANCIA
742,5034885-52.2024.4.02.5001,313,CONSONANCIA
775,5006225-18.2024.4.02.5108,271,CONSONANCIA
777,5083402-79.2024.4.02.5101,271,CONSONANCIA
972,5078809-07.2024.4.02.5101,165,CONSONANCIA
1029,5077305-63.2024.4.02.5101,271,CONSONANCIA
1044,5077001-64.2024.4.02.5101,271,CONSONANCIA
1061,5076558-16.2024.4.02.5101,271,CONSONANCIA
1070,5076225-64.2024.4.02.5101,271,CONSONANCIA
1116,5009087-29.2024.4.02.5118,271,CONSONANCIA
1122,5075115-30.2024.4.02.5101,271,CONSONANCIA
1146,5074459-73.2024.4.02.5101,271,CONSONANCIA
1304,5071212-84.2024.4.02.5101,271,CONSONANCIA
1334,5070462-82.2024.4.02.5101,271,CONSONANCIA
1414,5008504-44.2024.4.02.5118,271,CONSONANCIA
1434,5068064-65.2024.4.02.5101,271,CONSONANCIA
1510,5066726-56.2024.4.02.5101,271,CONSONANCIA
1511,5008322-58.2024.4.02.5118,271,CONSONANCIA
1523,5066415-65.2024.4.02.5101,271,CONSONANCIA
1539,5066123-80.2024.4.02.5101,271,CONSONANCIA
1678,5063947-31.2024.4.02.5101,271,CONSONANCIA
1821,5061737-07.2024.4.02.5101,271,CONSONANCIA
1923,5060337-55.2024.4.02.5101,271,CONSONANCIA
499,5092493-96.2024.4.02.5101,244,CONSONANCIA
1322,5070941-75.2024.4.02.5101,71,CONSONANCIA
416,5037990-37.2024.4.02.5001,244,CONSONANCIA
791,5083070-15.2024.4.02.5101,244,CONSONANCIA
883,5080830-53.2024.4.02.5101,301,CONSONANCIA
940,5079538-33.2024.4.02.5101,254,CONSONANCIA
1914,5060394-73.2024.4.02.5101,254,CONSONANCIA
1132,5074821-75.2024.4.02.5101,194,CONSONANCIA
1160,5100084-80.2022.4.02.5101,246,CONSONANCIA
1161,5100084-80.2022.4.02.5101,246,CONSONANCIA
1162,5100084-80.2022.4.02.5101,246,CONSONANCIA
1163,5100084-80.2022.4.02.5101,246,CONSONANCIA
1591,5001470-55.2023.4.02.5117,194,CONSONANCIA
1592,5001470-55.2023.4.02.5117,194,CONSONANCIA
1775,5062246-35.2024.4.02.5101,194,CONSONANCIA
146,5112974-80.2024.4.02.5101,194,CONSONANCIA
220,5006980-52.2023.4.02.5116,194,CONSONANCIA
265,5102475-37.2024.4.02.5101,194,CONSONANCIA
291,5100015-77.2024.4.02.5101,194,CONSONANCIA
337,5098191-83.2024.4.02.5101,194,CONSONANCIA
339,5098023-81.2024.4.02.5101,194,CONSONANCIA
398,5095067-92.2024.4.02.5101,194,CONSONANCIA
408,5094803-75.2024.4.02.5101,194,CONSONANCIA
538,5091323-89.2024.4.02.5101,194,CONSONANCIA
560,5090593-78.2024.4.02.5101,194,CONSONANCIA
796,5082863-16.2024.4.02.5101,194,CONSONANCIA
797,5082822-49.2024.4.02.5101,194,CONSONANCIA
863,5081139-74.2024.4.02.5101,194,CONSONANCIA
871,5080966-50.2024.4.02.5101,194,CONSONANCIA
931,5079822-41.2024.4.02.5101,194,CONSONANCIA
932,5079822-41.2024.4.02.5101,194,CONSONANCIA
1079,5076061-02.2024.4.02.5101,194,CONSONANCIA
1148,5074447-59.2024.4.02.5101,194,CONSONANCIA
1225,5072613-21.2024.4.02.5101,194,CONSONANCIA
1299,5009754-91.2023.4.02.5104,194,CONSONANCIA
1331,5070531-17.2024.4.02.5101,194,CONSONANCIA
1402,5069036-35.2024.4.02.5101,194,CONSONANCIA
1487,5067264-37.2024.4.02.5101,194,CONSONANCIA
1492,5010766-88.2024.4.02.5110,194,CONSONANCIA
1494,5067029-70.2024.4.02.5101,194,CONSONANCIA
1496,5067010-64.2024.4.02.5101,194,CONSONANCIA
1500,5066903-20.2024.4.02.5101,194,CONSONANCIA
1670,5010467-14.2024.4.02.5110,194,CONSONANCIA
1735,5062824-95.2024.4.02.5101,194,CONSONANCIA
1745,5062628-28.2024.4.02.5101,194,CONSONANCIA
1756,5062535-65.2024.4.02.5101,194,CONSONANCIA
1793,5027256-27.2024.4.02.5001,194,CONSONANCIA
1794,5062069-71.2024.4.02.5101,194,CONSONANCIA
1811,5061836-74.2024.4.02.5101,194,CONSONANCIA
1817,5008732-67.2024.4.02.5102,194,CONSONANCIA
1832,5061662-65.2024.4.02.5101,194,CONSONANCIA
1835,5061634-97.2024.4.02.5101,194,CONSONANCIA
1873,5061005-26.2024.4.02.5101,194,CONSONANCIA
1883,5026783-41.2024.4.02.5001,194,CONSONANCIA
1898,5060699-57.2024.4.02.5101,194,CONSONANCIA
1903,5026681-19.2024.4.02.5001,194,CONSONANCIA
1912,5060449-24.2024.4.02.5101,194,CONSONANCIA
1941,5060143-55.2024.4.02.5101,194,CONSONANCIA
1988,5001686-19.2023.4.02.5116,194,CONSONANCIA
1990,5001686-19.2023.4.02.5116,194,CONSONANCIA
1993,5011758-59.2023.4.02.5118,194,CONSONANCIA
16,5002855-07.2024.4.02.5116,312,CONSONANCIA
110,5002380-62.2025.4.02.5101,312,CONSONANCIA
128,5000975-88.2025.4.02.5101,312,CONSONANCIA
132,5000697-87.2025.4.02.5101,312,CONSONANCIA
139,5000292-51.2025.4.02.5101,312,CONSONANCIA
141,5113378-34.2024.4.02.5101,312,CONSONANCIA
175,5109060-08.2024.4.02.5101,312,CONSONANCIA
176,5109058-38.2024.4.02.5101,312,CONSONANCIA
184,5010013-13.2024.4.02.5117,312,CONSONANCIA
204,5106221-10.2024.4.02.5101,312,CONSONANCIA
205,5105626-11.2024.4.02.5101,312,CONSONANCIA
217,5003362-08.2023.4.02.5114,312,CONSONANCIA
222,5000253-28.2024.4.02.5121,312,CONSONANCIA
238,5104094-02.2024.4.02.5101,312,CONSONANCIA
245,5103651-51.2024.4.02.5101,312,CONSONANCIA
247,5103516-39.2024.4.02.5101,312,CONSONANCIA
298,5099722-10.2024.4.02.5101,312,CONSONANCIA
343,5013385-46.2023.4.02.5103,312,CONSONANCIA
355,5097499-84.2024.4.02.5101,312,CONSONANCIA
394,5095307-81.2024.4.02.5101,312,CONSONANCIA
425,5040005-13.2023.4.02.5001,312,CONSONANCIA
452,5093632-83.2024.4.02.5101,312,CONSONANCIA
454,5093623-24.2024.4.02.5101,312,CONSONANCIA
467,5093185-95.2024.4.02.5101,312,CONSONANCIA
470,5093177-21.2024.4.02.5101,312,CONSONANCIA
476,5093033-47.2024.4.02.5101,312,CONSONANCIA
477,5093026-55.2024.4.02.5101,312,CONSONANCIA
479,5093014-41.2024.4.02.5101,312,CONSONANCIA
487,5092768-45.2024.4.02.5101,312,CONSONANCIA
502,5092440-18.2024.4.02.5101,312,CONSONANCIA
545,5091066-64.2024.4.02.5101,312,CONSONANCIA
546,5091066-64.2024.4.02.5101,312,CONSONANCIA
549,5090910-76.2024.4.02.5101,312,CONSONANCIA
553,5090737-52.2024.4.02.5101,312,CONSONANCIA
554,5090737-52.2024.4.02.5101,312,CONSONANCIA
562,5074546-63.2023.4.02.5101,312,CONSONANCIA
566,5090401-48.2024.4.02.5101,312,CONSONANCIA
593,5089154-32.2024.4.02.5101,312,CONSONANCIA
615,5088200-83.2024.4.02.5101,312,CONSONANCIA
617,5088135-88.2024.4.02.5101,312,CONSONANCIA
619,5122291-39.2023.4.02.5101,312,CONSONANCIA
633,5007442-14.2024.4.02.5006,312,CONSONANCIA
670,5086858-37.2024.4.02.5101,312,CONSONANCIA
697,5086051-17.2024.4.02.5101,312,CONSONANCIA
784,5083220-93.2024.4.02.5101,312,CONSONANCIA
844,5081735-58.2024.4.02.5101,312,CONSONANCIA
866,5081095-55.2024.4.02.5101,312,CONSONANCIA
868,5081019-31.2024.4.02.5101,312,CONSONANCIA
869,5081006-32.2024.4.02.5101,312,CONSONANCIA
872,5080951-81.2024.4.02.5101,312,CONSONANCIA
911,5080246-83.2024.4.02.5101,312,CONSONANCIA
915,5080129-92.2024.4.02.5101,312,CONSONANCIA
942,5125004-84.2023.4.02.5101,312,CONSONANCIA
949,5079364-24.2024.4.02.5101,312,CONSONANCIA
950,5079235-19.2024.4.02.5101,312,CONSONANCIA
973,5078644-57.2024.4.02.5101,312,CONSONANCIA
977,5078383-92.2024.4.02.5101,312,CONSONANCIA
988,5078219-30.2024.4.02.5101,312,CONSONANCIA
989,5078195-02.2024.4.02.5101,312,CONSONANCIA
998,5078013-16.2024.4.02.5101,312,CONSONANCIA
1027,5077382-72.2024.4.02.5101,312,CONSONANCIA
1028,5077373-13.2024.4.02.5101,312,CONSONANCIA
1030,5077301-26.2024.4.02.5101,312,CONSONANCIA
1102,5075561-33.2024.4.02.5101,312,CONSONANCIA
1108,5010178-08.2024.4.02.5102,312,CONSONANCIA
1109,5010178-08.2024.4.02.5102,312,CONSONANCIA
1145,5074466-65.2024.4.02.5101,312,CONSONANCIA
1186,5073664-67.2024.4.02.5101,312,CONSONANCIA
1187,5073657-75.2024.4.02.5101,312,CONSONANCIA
1190,5073585-88.2024.4.02.5101,312,CONSONANCIA
1203,5073391-88.2024.4.02.5101,312,CONSONANCIA
1204,5073389-21.2024.4.02.5101,312,CONSONANCIA
1205,5073389-21.2024.4.02.5101,312,CONSONANCIA
1228,5072593-30.2024.4.02.5101,312,CONSONANCIA
1236,5072465-10.2024.4.02.5101,312,CONSONANCIA
1258,5072089-24.2024.4.02.5101,312,CONSONANCIA
1291,5071471-79.2024.4.02.5101,312,CONSONANCIA
1305,5071170-35.2024.4.02.5101,312,CONSONANCIA
1316,5005744-65.2023.4.02.5116,312,CONSONANCIA
1332,5070473-14.2024.4.02.5101,312,CONSONANCIA
1335,5070429-92.2024.4.02.5101,312,CONSONANCIA
1355,5006988-29.2023.4.02.5116,312,CONSONANCIA
1359,5069979-52.2024.4.02.5101,312,CONSONANCIA
1371,5069680-75.2024.4.02.5101,312,CONSONANCIA
1372,5069680-75.2024.4.02.5101,312,CONSONANCIA
1386,5069456-40.2024.4.02.5101,312,CONSONANCIA
1404,5068980-02.2024.4.02.5101,312,CONSONANCIA
1405,5068980-02.2024.4.02.5101,312,CONSONANCIA
1426,5068146-96.2024.4.02.5101,312,CONSONANCIA
1427,5068146-96.2024.4.02.5101,312,CONSONANCIA
1451,5067710-40.2024.4.02.5101,312,CONSONANCIA
1452,5067710-40.2024.4.02.5101,312,CONSONANCIA
1455,5067627-24.2024.4.02.5101,312,CONSONANCIA
1456,5067627-24.2024.4.02.5101,312,CONSONANCIA
1459,5004269-40.2024.4.02.5116,312,CONSONANCIA
1460,5004269-40.2024.4.02.5116,312,CONSONANCIA
1478,5029275-06.2024.4.02.5001,312,CONSONANCIA
1486,5067276-51.2024.4.02.5101,312,CONSONANCIA
1488,5067213-26.2024.4.02.5101,312,CONSONANCIA
1489,5067201-12.2024.4.02.5101,312,CONSONANCIA
1490,5067148-31.2024.4.02.5101,312,CONSONANCIA
1504,5066817-49.2024.4.02.5101,312,CONSONANCIA
1506,5066797-58.2024.4.02.5101,312,CONSONANCIA
1507,5066792-36.2024.4.02.5101,312,CONSONANCIA
1509,5066741-25.2024.4.02.5101,312,CONSONANCIA
1525,5002132-33.2024.4.02.5101,312,CONSONANCIA
1550,5028840-32.2024.4.02.5001,312,CONSONANCIA
1590,5005094-18.2023.4.02.5116,312,CONSONANCIA
1595,5028602-13.2024.4.02.5001,312,CONSONANCIA
1615,5009006-31.2024.4.02.5102,312,CONSONANCIA
1622,5006425-35.2023.4.02.5116,312,CONSONANCIA
1624,5064587-34.2024.4.02.5101,312,CONSONANCIA
1648,5064330-09.2024.4.02.5101,312,CONSONANCIA
1668,5064177-73.2024.4.02.5101,312,CONSONANCIA
1682,5063864-15.2024.4.02.5101,312,CONSONANCIA
1687,5063804-42.2024.4.02.5101,312,CONSONANCIA
1688,5063801-87.2024.4.02.5101,312,CONSONANCIA
1689,5063800-05.2024.4.02.5101,312,CONSONANCIA
1690,5063796-65.2024.4.02.5101,312,CONSONANCIA
1691,5063794-95.2024.4.02.5101,312,CONSONANCIA
1692,5063792-28.2024.4.02.5101,312,CONSONANCIA
1698,5063575-82.2024.4.02.5101,312,CONSONANCIA
1721,5063025-87.2024.4.02.5101,312,CONSONANCIA
1724,5063019-80.2024.4.02.5101,312,CONSONANCIA
1757,5062534-80.2024.4.02.5101,312,CONSONANCIA
1777,5062223-89.2024.4.02.5101,312,CONSONANCIA
1778,5062217-82.2024.4.02.5101,312,CONSONANCIA
1805,5061932-89.2024.4.02.5101,312,CONSONANCIA
1812,5061824-60.2024.4.02.5101,312,CONSONANCIA
1815,5061804-69.2024.4.02.5101,312,CONSONANCIA
1840,5061612-39.2024.4.02.5101,312,CONSONANCIA
1863,5061117-92.2024.4.02.5101,312,CONSONANCIA
1864,5061117-92.2024.4.02.5101,312,CONSONANCIA
1901,5060519-41.2024.4.02.5101,312,CONSONANCIA
1908,5060485-66.2024.4.02.5101,312,CONSONANCIA
1918,5001219-45.2024.4.02.5103,312,CONSONANCIA
1922,5026626-68.2024.4.02.5001,312,CONSONANCIA
1937,5010075-74.2024.4.02.5110,312,CONSONANCIA
1940,5060153-02.2024.4.02.5101,312,CONSONANCIA
1970,5059779-83.2024.4.02.5101,312,CONSONANCIA
1823,5002448-75.2022.4.02.5114,246,CONSONANCIA
135,5000495-13.2025.4.02.5101,71,CONSONANCIA
151,5112144-17.2024.4.02.5101,71,CONSONANCIA
232,5104285-47.2024.4.02.5101,71,CONSONANCIA
249,5103443-67.2024.4.02.5101,71,CONSONANCIA
351,5097546-58.2024.4.02.5101,71,CONSONANCIA
353,5097513-68.2024.4.02.5101,71,CONSONANCIA
461,5093299-34.2024.4.02.5101,71,CONSONANCIA
489,5092710-42.2024.4.02.5101,71,CONSONANCIA
532,5091526-51.2024.4.02.5101,71,CONSONANCIA
597,5088914-43.2024.4.02.5101,71,CONSONANCIA
761,5084114-69.2024.4.02.5101,71,CONSONANCIA
762,5084063-58.2024.4.02.5101,71,CONSONANCIA
783,5083228-70.2024.4.02.5101,71,CONSONANCIA
860,5033778-70.2024.4.02.5001,71,CONSONANCIA
891,5080616-62.2024.4.02.5101,71,CONSONANCIA
892,5080589-79.2024.4.02.5101,71,CONSONANCIA
969,5078890-53.2024.4.02.5101,71,CONSONANCIA
971,5078818-66.2024.4.02.5101,71,CONSONANCIA
1036,5077197-34.2024.4.02.5101,71,CONSONANCIA
1056,5076607-57.2024.4.02.5101,71,CONSONANCIA
1214,5073053-17.2024.4.02.5101,71,CONSONANCIA
1499,5066973-37.2024.4.02.5101,71,CONSONANCIA
1707,5063248-40.2024.4.02.5101,71,CONSONANCIA
1782,5027297-91.2024.4.02.5001,71,CONSONANCIA
1953,5059935-71.2024.4.02.5101,71,CONSONANCIA
1518,5010715-77.2024.4.02.5110,358,CONSONANCIA
842,5006281-63.2024.4.02.5104,165,CONSONANCIA
1973,5026365-06.2024.4.02.5001,120,CONSONANCIA
1635,5007086-55.2020.4.02.5104,164,CONSONANCIA
1636,5007086-55.2020.4.02.5104,164,CONSONANCIA
1637,5007086-55.2020.4.02.5104,164,CONSONANCIA
1457,0065341-35.2016.4.02.5168,97,CONSONANCIA
1578,5001859-12.2024.4.02.5115,313,CONSONANCIA
1579,5001859-12.2024.4.02.5115,313,CONSONANCIA
1290,5071509-91.2024.4.02.5101,120,CONSONANCIA
994,5078046-06.2024.4.02.5101,313,CONSONANCIA
530,5010726-82.2024.4.02.5118,313,CONSONANCIA
1008,5009385-21.2024.4.02.5118,313,CONSONANCIA
1010,5009381-81.2024.4.02.5118,313,CONSONANCIA
1012,5009375-74.2024.4.02.5118,313,CONSONANCIA
120,5001693-85.2025.4.02.5101,322,CONSONANCIA
106,5003074-31.2025.4.02.5101,324,CONSONANCIA
382,5007816-76.2024.4.02.5120,254,CONSONANCIA
1363,0182619-41.2017.4.02.5162,164,CONSONANCIA
709,5085844-18.2024.4.02.5101,324,CONSONANCIA
70,5005434-36.2025.4.02.5101,182,CONSONANCIA
1139,5003872-08.2024.4.02.5107,313,CONSONANCIA
1875,5060985-35.2024.4.02.5101,313,CONSONANCIA
1933,5060256-09.2024.4.02.5101,339,CONSONANCIA
1934,5060254-39.2024.4.02.5101,339,CONSONANCIA
278,5101569-47.2024.4.02.5101,244,CONSONANCIA
1508,5066765-53.2024.4.02.5101,313,CONSONANCIA
504,5010924-90.2022.4.02.5118,254,CONSONANCIA
1066,5076365-98.2024.4.02.5101,345,NAO_APLICAVEL
235,5104197-09.2024.4.02.5101,81,CONSONANCIA
661,5087184-94.2024.4.02.5101,334,CONSONANCIA
1045,5130976-06.2021.4.02.5101,334,CONSONANCIA
1113,5075330-06.2024.4.02.5101,334,CONSONANCIA
