ID DECISÃO TRF2,NUMERO PROCESSO,TEMA TNU,CONSONÂNCIA OU DISSONÂNCIA
160,5111867-98.2024.4.02.5101,"NENHUM TEMA
",
161,5111785-67.2024.4.02.5101,352," 'CONSONANCIA'
"
162,5111758-84.2024.4.02.5101,364," 'CONSONANCIA'
"
163,5110966-33.2024.4.02.5101,"NENHUM TEMA
",
164,5110659-79.2024.4.02.5101,"NENHUM TEMA
",
165,5110519-45.2024.4.02.5101,216," 'CONSONANCIA'
"
166,5110392-10.2024.4.02.5101,331," 'CONSONANCIA'
"
167,5008668-03.2024.4.02.5120,294," 'CONSONANCIA'
"
168,5110137-52.2024.4.02.5101,211," 'CONSONANCIA'
"
169,5109777-20.2024.4.02.5101,283," 'CONSONANCIA'
"
170,5109547-75.2024.4.02.5101,321," 'CONSONANCIA'
"
171,5109547-75.2024.4.02.5101,"NENHUM TEMA
",
172,5109476-73.2024.4.02.5101,306," 'DISSONANCIA'
"
173,5109296-57.2024.4.02.5101,332," 'CONSONANCIA'
"
174,5042251-45.2024.4.02.5001,3," 'CONSONANCIA'
"
175,5109060-08.2024.4.02.5101,306," 'CONSONANCIA'
"
176,5109058-38.2024.4.02.5101,357," 'CONSONANCIA'
"
177,5017744-85.2024.4.02.0000,"NENHUM TEMA
",
178,5108833-18.2024.4.02.5101,"325
",
179,5108828-93.2024.4.02.5101,364," 'CONSONANCIA'
"
180,5003098-81.2024.4.02.5105,305," 'CONSONANCIA'
"
181,5108395-89.2024.4.02.5101,"NENHUM TEMA
",
182,5108119-58.2024.4.02.5101,"306
",
183,5107684-84.2024.4.02.5101,"NENHUM TEMA
",
184,5010013-13.2024.4.02.5117,363," 'CONSONANCIA'
"
185,5107359-12.2024.4.02.5101,199," 'CONSONANCIA'
"
186,5107293-32.2024.4.02.5101,362," 'CONSONANCIA'
"
187,5107273-41.2024.4.02.5101,"NENHUM TEMA
",
188,5107232-74.2024.4.02.5101,363," 'CONSONANCIA'
"
189,5107188-55.2024.4.02.5101,364," 'CONSONANCIA'
"
190,5107168-64.2024.4.02.5101,306," 'CONSONANCIA'
"
191,5107149-58.2024.4.02.5101,"NENHUM TEMA
",
192,5106940-89.2024.4.02.5101,"NENHUM TEMA
",
193,5011563-74.2023.4.02.5118,"339
",
194,5014785-50.2023.4.02.5118,"NENHUM TEMA
",
195,5005512-64.2024.4.02.5101,"NENHUM TEMA
",
196,5106872-42.2024.4.02.5101,"327
",
197,5013220-65.2024.4.02.5102,"377
",
198,5106815-24.2024.4.02.5101,306," 'CONSONANCIA'
"
199,5106568-43.2024.4.02.5101,329," 'CONSONANCIA'
"
200,5106388-27.2024.4.02.5101,"NENHUM TEMA
",
201,5106388-27.2024.4.02.5101,"NENHUM TEMA
",
202,5106371-88.2024.4.02.5101,269," 'CONSONANCIA'
"
203,5106245-38.2024.4.02.5101,"NENHUM TEMA
",
204,5106221-10.2024.4.02.5101,329," 'CONSONANCIA'
"
205,5105626-11.2024.4.02.5101,214," 'CONSONANCIA'
"
206,5105589-81.2024.4.02.5101,"NENHUM TEMA
",
207,5105016-43.2024.4.02.5101,"NENHUM TEMA
",
208,5105016-43.2024.4.02.5101,"1.  NENHUM TEMA
",
209,5104931-57.2024.4.02.5101,"NENHUM TEMA
",
210,5104923-80.2024.4.02.5101,306," 'CONSONANCIA'
"
211,5104876-09.2024.4.02.5101,306," 'CONSONANCIA'
"
212,5104852-78.2024.4.02.5101,"NENHUM TEMA
",
213,5002564-81.2022.4.02.5114,"NENHUM TEMA
",
214,5001647-58.2023.4.02.5104,"NENHUM TEMA
",
215,5008391-84.2024.4.02.5120,339," 'CONSONANCIA'
"
216,5005233-31.2022.4.02.5107,"NENHUM TEMA
",
217,5003362-08.2023.4.02.5114,"NENHUM TEMA
",
218,5010654-32.2023.4.02.5118,"NENHUM TEMA
",
219,5001166-30.2021.4.02.5116,"268
",
220,5006980-52.2023.4.02.5116,"NENHUM TEMA
",
221,5013022-82.2021.4.02.5118,"NENHUM TEMA
",
222,5000253-28.2024.4.02.5121,Para analisar a decisão," preciso que você me forneça o texto do documento.
"
223,5000732-60.2024.4.02.5108,302," 'CONSONANCIA'
"
224,5104596-38.2024.4.02.5101,309," 'CONSONANCIA'
"
225,5110006-82.2021.4.02.5101,283," 'CONSONANCIA'
"
226,5104549-64.2024.4.02.5101,19," 'CONSONANCIA'
"
227,5104485-54.2024.4.02.5101,"NENHUM TEMA
",
228,5104436-13.2024.4.02.5101,"330
",
229,5104375-55.2024.4.02.5101,"313
",
230,5104344-35.2024.4.02.5101,351," 'CONSONANCIA'
"
231,5104333-06.2024.4.02.5101,"NENHUM TEMA
",
232,5104285-47.2024.4.02.5101,"NENHUM TEMA
",
233,5104257-79.2024.4.02.5101,"345
",
234,5009525-89.2023.4.02.5118,"NENHUM TEMA
",
235,5104197-09.2024.4.02.5101,363," 'CONSONANCIA'
"
236,5014490-03.2024.4.02.5110,294," 'CONSONANCIA'
"
237,5104136-51.2024.4.02.5101,"309
",
238,5104094-02.2024.4.02.5101,205," 'DISSONANCIA'
"
239,5034412-37.2022.4.02.5001,199," 'CONSONANCIA'
"
240,5103921-75.2024.4.02.5101,339," 'CONSONANCIA'
"
241,5103835-07.2024.4.02.5101,"NENHUM TEMA
",
242,5103829-97.2024.4.02.5101,369," 'CONSONANCIA'
"
243,5103704-32.2024.4.02.5101,"NENHUM TEMA
",
244,5103655-88.2024.4.02.5101,"1.  **Análise da Decisão:**

    *   **Número do Documento:** 5103655-88.2024.4.02.5101
    *   **Tese da Decisão:** A decisão trata de recurso de medida cautelar em que se discute a retificação de dados cadastrais para liberação de pagamentos de aposentadoria. A decisão reconhece a perda superveniente do objeto da demanda recursal"," uma vez que a retificação foi realizada administrativamente.

2.  **Busca no Arquivo `temas-tnu.csv`:**

    *   Analisando os temas da TNU"
245,5103651-51.2024.4.02.5101,306," 'CONSONANCIA'
"
246,5103540-67.2024.4.02.5101,"NENHUM TEMA
",
247,5103516-39.2024.4.02.5101,329," 'CONSONANCIA'
"
248,5103487-86.2024.4.02.5101,"NENHUM TEMA
",
249,5103443-67.2024.4.02.5101,"NENHUM TEMA
",
250,5103428-98.2024.4.02.5101,303," 'CONSONANCIA'
"
251,5103059-07.2024.4.02.5101,"247
",
252,5103057-37.2024.4.02.5101,"NENHUM TEMA
",
253,5103037-46.2024.4.02.5101,331," 'CONSONANCIA'
"
254,5102912-78.2024.4.02.5101,306," 'CONSONANCIA'
"
255,5102910-11.2024.4.02.5101,298," 'CONSONANCIA'
"
256,5102895-42.2024.4.02.5101,"NENHUM TEMA
",
257,5102752-53.2024.4.02.5101,306," 'CONSONANCIA'
"
258,5102744-76.2024.4.02.5101,325," 'CONSONANCIA'
"
259,5102615-71.2024.4.02.5101,364," 'CONSONANCIA'
"
260,5017037-20.2024.4.02.0000,"NENHUM TEMA
",
261,5017037-20.2024.4.02.0000,"NENHUM TEMA
",
262,5002994-89.2024.4.02.5105,"1.  **Análise da Decisão:**

    *   **TEMA:** Desfalque PIS/PASEP.
    *   **QUESTÃO SUBMETIDA A JULGAMENTO (TEMA 1150 -STJ):**  Discussão sobre eventual falha na prestação do serviço quanto a conta vinculada ao PASEP", saques indevidos e desfalques
263,5102540-32.2024.4.02.5101,"NENHUM TEMA
",
264,5102488-36.2024.4.02.5101,"NENHUM TEMA
",
265,5102475-37.2024.4.02.5101,329," 'CONSONANCIA'
"
266,5102199-06.2024.4.02.5101,"NENHUM TEMA
",
267,5040361-71.2024.4.02.5001,"NENHUM TEMA
",
268,5101718-43.2024.4.02.5101,"364
",
269,5101686-38.2024.4.02.5101,327," 'CONSONANCIA'
"
270,5101683-83.2024.4.02.5101,364," 'CONSONANCIA'
"
271,5101634-42.2024.4.02.5101,314," 'CONSONANCIA'
"
272,5101628-35.2024.4.02.5101,364," 'CONSONANCIA'
"
273,5101626-65.2024.4.02.5101,364," 'CONSONANCIA'
"
274,5101614-51.2024.4.02.5101,363," 'CONSONANCIA'
"
275,5101606-74.2024.4.02.5101,329," 'CONSONANCIA'
"
276,5101583-31.2024.4.02.5101,204," 'CONSONANCIA'
"
277,5101579-91.2024.4.02.5101,"328
",
278,5101569-47.2024.4.02.5101,195," 'CONSONANCIA'
"
279,5101475-02.2024.4.02.5101,"NENHUM TEMA
",
280,5011674-24.2024.4.02.5118,364," 'CONSONANCIA'
"
281,5101405-82.2024.4.02.5101,306," 'CONSONANCIA'
"
282,5101337-35.2024.4.02.5101,"NENHUM TEMA
",
283,5101279-32.2024.4.02.5101,306," 'CONSONANCIA'
"
284,5100531-97.2024.4.02.5101,306," 'CONSONANCIA'
"
285,5100243-52.2024.4.02.5101,329," 'CONSONANCIA'
"
286,5100160-36.2024.4.02.5101,"NENHUM TEMA
",
287,5100129-16.2024.4.02.5101,"55
",
288,5100074-65.2024.4.02.5101,244," 'CONSONANCIA'
"
289,5100073-80.2024.4.02.5101,364," 'CONSONANCIA'
"
290,5100029-61.2024.4.02.5101,306," 'CONSONANCIA'
"
291,5100015-77.2024.4.02.5101,269," 'CONSONANCIA'
"
292,5100009-70.2024.4.02.5101,364," 'CONSONANCIA'
"
293,5099880-65.2024.4.02.5101,363," 'CONSONANCIA'
"
294,5099848-60.2024.4.02.5101,303," 'CONSONANCIA'
"
295,5099848-60.2024.4.02.5101,"329
",
296,5099835-61.2024.4.02.5101,309," 'CONSONANCIA'
"
297,5099779-28.2024.4.02.5101,"NENHUM TEMA
",
298,5099722-10.2024.4.02.5101,306," 'CONSONANCIA'
"
299,5099713-48.2024.4.02.5101,316," 'CONSONANCIA'
"
300,5099711-78.2024.4.02.5101,320," 'CONSONANCIA'
"
301,5013960-96.2024.4.02.5110,332," 'CONSONANCIA'
"
302,5099622-55.2024.4.02.5101,361," 'CONSONANCIA'
"
303,5099612-11.2024.4.02.5101,363," 'CONSONANCIA'
"
304,5039661-95.2024.4.02.5001,"NENHUM TEMA
",
305,5039650-66.2024.4.02.5001,"NENHUM TEMA
",
306,5099492-65.2024.4.02.5101,283," 'CONSONANCIA'
"
307,5099252-76.2024.4.02.5101,309," 'CONSONANCIA'
"
308,5099173-97.2024.4.02.5101,320," 'CONSONANCIA'
"
309,5011561-70.2024.4.02.5118,316," 'CONSONANCIA'
"
310,5099035-33.2024.4.02.5101,303," 'CONSONANCIA'
"
311,5099020-64.2024.4.02.5101,1. 265," 'CONSONANCIA'
"
312,5099005-95.2024.4.02.5101,"NENHUM TEMA
",
313,5099005-95.2024.4.02.5101,309," 'CONSONANCIA'
"
314,5098880-30.2024.4.02.5101,364," 'CONSONANCIA'
"
315,5098869-98.2024.4.02.5101,"2.  
",
316,5098860-39.2024.4.02.5101,306," 'CONSONANCIA'
"
317,5098834-41.2024.4.02.5101,306," 'CONSONANCIA'
"
318,5098701-96.2024.4.02.5101,303," 'CONSONANCIA'
"
319,5098652-55.2024.4.02.5101,303," 'CONSONANCIA'
"
320,5098650-85.2024.4.02.5101,331," 'CONSONANCIA'
"
321,5098651-70.2024.4.02.5101,331," 'CONSONANCIA'
"
322,5098648-18.2024.4.02.5101,320," 'CONSONANCIA'
"
323,5098574-61.2024.4.02.5101,323," 'CONSONANCIA'
"
324,5039399-48.2024.4.02.5001,1.  302," 'CONSONANCIA'
"
325,5098551-18.2024.4.02.5101,356," 'CONSONANCIA'
"
326,5098531-27.2024.4.02.5101,329," 'CONSONANCIA'
"
327,5098496-67.2024.4.02.5101,298," 'DISSONANCIA'
"
328,5098462-92.2024.4.02.5101,282," 'CONSONANCIA'
"
329,5098397-97.2024.4.02.5101,"NENHUM TEMA
",
330,5098369-32.2024.4.02.5101,244," 'CONSONANCIA'
"
331,5098355-48.2024.4.02.5101,306," 'CONSONANCIA'
"
332,5098349-41.2024.4.02.5101,316," 'CONSONANCIA'
"
333,5098273-17.2024.4.02.5101,19," 'CONSONANCIA'
"
334,5098216-96.2024.4.02.5101,"369
",
335,5098204-82.2024.4.02.5101,"NENHUM TEMA
",
336,5098201-30.2024.4.02.5101,294," 'CONSONANCIA'
"
337,5098191-83.2024.4.02.5101,355," 'CONSONANCIA'
"
338,5098121-66.2024.4.02.5101,316," 'DISSONANCIA'
"
339,5098023-81.2024.4.02.5101,199," 'CONSONANCIA'
"
340,5097939-80.2024.4.02.5101,"NENHUM TEMA
",
341,5039175-13.2024.4.02.5001,303," 'CONSONANCIA'
"
342,5024778-37.2024.4.02.5101,"NENHUM TEMA
",
343,5013385-46.2023.4.02.5103,"355
",
344,5097687-77.2024.4.02.5101,"NENHUM TEMA
",
345,5097670-41.2024.4.02.5101,"3.  Analisando o documento ""inteiro_teor_362.pdf""", podemos identificar que ele se encaixa no tema 362
346,5097597-69.2024.4.02.5101,"NENHUM TEMA
",
347,5009439-32.2024.4.02.5103,"303
",
348,5097589-92.2024.4.02.5101,"NENHUM TEMA
",
349,5097582-03.2024.4.02.5101,309," 'CONSONANCIA'
"
350,5097564-79.2024.4.02.5101,271," 'CONSONANCIA'
"
351,5097546-58.2024.4.02.5101,328," 'CONSONANCIA'
"
352,5011405-82.2024.4.02.5118,244," 'CONSONANCIA'
"
353,5097513-68.2024.4.02.5101,"NENHUM TEMA
",
354,5097506-76.2024.4.02.5101,363," 'CONSONANCIA'
"
355,5097499-84.2024.4.02.5101,329," 'CONSONANCIA'
"
356,5097494-62.2024.4.02.5101,"1.  Tema: NENHUM TEMA
Retorno: NENHUM TEMA
",
357,5097430-52.2024.4.02.5101,"326
",
358,5097303-17.2024.4.02.5101,"360
",
359,5097232-15.2024.4.02.5101,356," 'CONSONANCIA'
"
360,5097218-31.2024.4.02.5101,200," 'CONSONANCIA'
"
361,5097218-31.2024.4.02.5101,319," 'CONSONANCIA'
"
362,5097083-19.2024.4.02.5101,364," 'CONSONANCIA'
"
363,5097039-97.2024.4.02.5101,206," 'DISSONANCIA'
"
364,5097028-68.2024.4.02.5101,329," 'CONSONANCIA'
"
365,5097022-61.2024.4.02.5101,329," 'CONSONANCIA'
"
366,5096970-65.2024.4.02.5101,303," 'CONSONANCIA'
"
367,5007855-73.2024.4.02.5120,309," 'CONSONANCIA'
"
368,5096881-42.2024.4.02.5101,"326
",
369,5096839-90.2024.4.02.5101,194," 'CONSONANCIA'
"
370,5096778-35.2024.4.02.5101,"NENHUM TEMA
",
371,5038830-47.2024.4.02.5001,"352
",
372,5096715-10.2024.4.02.5101,306," 'CONSONANCIA'
"
373,5096688-27.2024.4.02.5101,1.  270," 'CONSONANCIA'
"
374,5096673-58.2024.4.02.5101,306," 'CONSONANCIA'
"
375,5096654-52.2024.4.02.5101,"NENHUM TEMA
",
376,5096581-80.2024.4.02.5101,329," 'CONSONANCIA'
"
377,5096579-13.2024.4.02.5101,306," 'CONSONANCIA'
"
378,5096580-95.2024.4.02.5101,283," 'CONSONANCIA'
"
379,5013682-95.2024.4.02.5110,306," 'CONSONANCIA'
"
380,5096469-14.2024.4.02.5101,364," 'CONSONANCIA'
"
381,5096425-92.2024.4.02.5101,"NENHUM TEMA
",
382,5007816-76.2024.4.02.5120,363," 'CONSONANCIA'
"
383,5096335-84.2024.4.02.5101,"NENHUM TEMA
",
384,5096245-76.2024.4.02.5101,306," 'CONSONANCIA'
"
385,5096219-78.2024.4.02.5101,"NENHUM TEMA
",
386,5013650-90.2024.4.02.5110,332," 'CONSONANCIA'
"
387,5096159-08.2024.4.02.5101,"326
",
388,5096065-60.2024.4.02.5101,"NENHUM TEMA
",
389,5096024-93.2024.4.02.5101,"306
",
390,5095673-23.2024.4.02.5101,328," 'CONSONANCIA'
"
391,5038418-19.2024.4.02.5001,"NENHUM TEMA
",
392,5038412-12.2024.4.02.5001,"198
",
393,5095655-02.2024.4.02.5101,"NENHUM TEMA
",
394,5095307-81.2024.4.02.5101,306," 'CONSONANCIA'
"
395,5095187-38.2024.4.02.5101,"NENHUM TEMA
",
396,5095162-25.2024.4.02.5101,"NENHUM TEMA
",
397,5009189-96.2024.4.02.5103,"NENHUM TEMA
",
398,5095067-92.2024.4.02.5101,329," 'CONSONANCIA'
"
399,5095065-25.2024.4.02.5101,"NENHUM TEMA
",
400,5095011-59.2024.4.02.5101,194," 'CONSONANCIA'
"
401,5095011-59.2024.4.02.5101,"NENHUM TEMA
",
402,5094986-46.2024.4.02.5101,364," 'CONSONANCIA'
"
403,5046352-62.2023.4.02.5001,339," 'CONSONANCIA'
"
404,5094963-03.2024.4.02.5101,"NENHUM TEMA
",
405,5094895-53.2024.4.02.5101,201," 'CONSONANCIA'
"
406,0056975-58.2016.4.02.5151,"1.  NENHUM TEMA
",
407,5094807-15.2024.4.02.5101,306," 'CONSONANCIA'
"
408,5094803-75.2024.4.02.5101,306," 'CONSONANCIA'
"
409,5094800-23.2024.4.02.5101,306," 'CONSONANCIA'
"
