decisionId,classe,tipoJulgamento,assuntos,competencia,relatorOriginario,dataAutuacao,dataJulgamento,numeroProcesso,inteiroTeorPath
TRF2-LIVE-11,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,LEONARDO MARQUES LESSA,,23/04/2026,5000554-07.2025.4.02.5002,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50005540720254025002
TRF2-LIVE-12,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,,,20/05/2026,5003031-91.2025.4.02.5005,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50030319120254025005
TRF2-LIVE-13,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,PABLO COELHO CHARLES GOMES,,20/05/2026,5011324-93.2024.4.02.5002,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50113249320244025002
TRF2-LIVE-14,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,2ª Turma Recursal do Espírito Santo,,,30/04/2026,0025727-52.2017.4.02.5050,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=00257275220174025050
TRF2-LIVE-15,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,LEONARDO MARQUES LESSA,,23/04/2026,5004400-69.2024.4.02.5001,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50044006920244025001
TRF2-LIVE-16,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,2ª Turma Recursal do Espírito Santo,FRANCISCO DE ASSIS BASILIO DE MORAES,,30/04/2026,5003798-29.2025.4.02.5006,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50037982920254025006
TRF2-LIVE-17,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,,,20/05/2026,5029951-17.2025.4.02.5001,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50299511720254025001
TRF2-LIVE-18,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,PABLO COELHO CHARLES GOMES,,20/05/2026,5022737-72.2025.4.02.5001,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50227377220254025001
TRF2-LIVE-19,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,2ª Turma Recursal do Espírito Santo,FRANCISCO DE ASSIS BASILIO DE MORAES,,22/01/2026,5031804-32.2023.4.02.5001,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50318043220234025001
TRF2-LIVE-20,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,2ª Turma Recursal do Espírito Santo,,,30/04/2026,5002189-26.2025.4.02.5001,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50021892620254025001
TRF2-LIVE-21,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,PABLO COELHO CHARLES GOMES,,20/05/2026,5001404-55.2025.4.02.5004,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50014045520254025004
TRF2-LIVE-22,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,LEONARDO MARQUES LESSA,,23/04/2026,5000508-12.2025.4.02.5004,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50005081220254025004
TRF2-LIVE-23,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,PABLO COELHO CHARLES GOMES,,20/05/2026,5000513-34.2025.4.02.5004,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50005133420254025004
TRF2-LIVE-24,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,PABLO COELHO CHARLES GOMES,,20/05/2026,5039214-10.2024.4.02.5001,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50392141020244025001
TRF2-LIVE-25,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,2ª Turma Recursal do Espírito Santo,FRANCISCO DE ASSIS BASILIO DE MORAES,,30/04/2026,5008397-45.2024.4.02.5006,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50083974520244025006
TRF2-LIVE-26,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,,,23/04/2026,5006918-29.2024.4.02.5002,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50069182920244025002
TRF2-LIVE-27,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,2ª Turma Recursal do Espírito Santo,FRANCISCO DE ASSIS BASILIO DE MORAES,,30/04/2026,5026283-72.2024.4.02.5001,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50262837220244025001
TRF2-LIVE-28,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,LEONARDO MARQUES LESSA,,20/05/2026,5002478-22.2026.4.02.5001,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50024782220264025001
TRF2-LIVE-29,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,PABLO COELHO CHARLES GOMES,,20/05/2026,5003490-39.2024.4.02.5002,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50034903920244025002
TRF2-LIVE-30,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,2ª Turma Recursal do Espírito Santo,,,12/03/2026,5035992-68.2023.4.02.5001,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50359926820234025001
TRF2-LIVE-31,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,2ª Turma Recursal do Espírito Santo,FRANCISCO DE ASSIS BASILIO DE MORAES,,30/04/2026,5001380-30.2025.4.02.5003,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50013803020254025003
TRF2-LIVE-32,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,,,20/05/2026,5004422-24.2024.4.02.5003,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50044222420244025003
TRF2-LIVE-33,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,,,11/03/2026,5010446-71.2024.4.02.5002,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50104467120244025002
TRF2-LIVE-34,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,LEONARDO MARQUES LESSA,,20/05/2026,5030911-70.2025.4.02.5001,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50309117020254025001
TRF2-LIVE-35,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,PABLO COELHO CHARLES GOMES,,20/05/2026,5001761-29.2025.4.02.5006,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50017612920254025006
TRF2-LIVE-36,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,2ª Turma Recursal do Espírito Santo,FRANCISCO DE ASSIS BASILIO DE MORAES,,30/04/2026,5010532-76.2023.4.02.5002,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50105327620234025002
TRF2-LIVE-37,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,,,23/04/2026,5006099-80.2024.4.02.5006,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50060998020244025006
TRF2-LIVE-38,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,2ª Turma Recursal do Espírito Santo,,,24/03/2026,5001959-81.2025.4.02.5001,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50019598120254025001
TRF2-LIVE-39,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,LEONARDO MARQUES LESSA,,20/05/2026,5002073-17.2025.4.02.5002,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50020731720254025002
TRF2-LIVE-40,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,,,20/05/2026,5003978-54.2025.4.02.5003,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50039785420254025003
TRF2-LIVE-41,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,LEONARDO MARQUES LESSA,,10/02/2026,5005749-07.2024.4.02.5002,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50057490720244025002
TRF2-LIVE-42,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,2ª Turma Recursal do Espírito Santo,FRANCISCO DE ASSIS BASILIO DE MORAES,,30/04/2026,5002243-74.2025.4.02.5006,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50022437420254025006
TRF2-LIVE-43,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,,,20/05/2026,5001621-04.2025.4.02.5003,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50016210420254025003
TRF2-LIVE-44,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,2ª Turma Recursal do Espírito Santo,FRANCISCO DE ASSIS BASILIO DE MORAES,,07/04/2026,5003379-55.2024.4.02.5002,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50033795520244025002
TRF2-LIVE-45,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,LEONARDO MARQUES LESSA,,20/05/2026,5003246-67.2025.4.02.5005,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50032466720254025005
TRF2-LIVE-46,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,PABLO COELHO CHARLES GOMES,,20/05/2026,5005545-26.2025.4.02.5002,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50055452620254025002
TRF2-LIVE-47,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,2ª Turma Recursal do Espírito Santo,FRANCISCO DE ASSIS BASILIO DE MORAES,,30/04/2026,5034362-40.2024.4.02.5001,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50343624020244025001
TRF2-LIVE-48,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,LEONARDO MARQUES LESSA,,23/04/2026,5007895-24.2024.4.02.5001,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50078952420244025001
TRF2-LIVE-49,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,LEONARDO MARQUES LESSA,,23/04/2026,5027299-61.2024.4.02.5001,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50272996120244025001
TRF2-LIVE-50,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,LEONARDO MARQUES LESSA,,20/05/2026,5002653-35.2025.4.02.5006,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50026533520254025006
TRF2-LIVE-51,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,PABLO COELHO CHARLES GOMES,,11/03/2026,5017179-56.2024.4.02.5001,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50171795620244025001
TRF2-LIVE-52,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,LEONARDO MARQUES LESSA,,10/02/2026,5003009-30.2025.4.02.5006,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50030093020254025006
TRF2-LIVE-53,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,2ª Turma Recursal do Espírito Santo,FRANCISCO DE ASSIS BASILIO DE MORAES,,30/04/2026,5029308-93.2024.4.02.5001,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50293089320244025001
TRF2-LIVE-54,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,,,20/05/2026,5010237-71.2025.4.02.5001,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50102377120254025001
TRF2-LIVE-55,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,LEONARDO MARQUES LESSA,,20/05/2026,5007822-15.2025.4.02.5002,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50078221520254025002
TRF2-LIVE-56,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,PABLO COELHO CHARLES GOMES,,20/05/2026,5030967-06.2025.4.02.5001,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50309670620254025001
TRF2-LIVE-57,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,2ª Turma Recursal do Espírito Santo,FRANCISCO DE ASSIS BASILIO DE MORAES,,30/04/2026,5000123-58.2025.4.02.5006,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50001235820254025006
TRF2-LIVE-58,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,,,23/04/2026,5040981-20.2023.4.02.5001,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50409812020234025001
TRF2-LIVE-59,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,PABLO COELHO CHARLES GOMES,,23/04/2026,5000334-12.2025.4.02.5001,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50003341220254025001
TRF2-LIVE-60,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,LEONARDO MARQUES LESSA,,20/05/2026,5001375-79.2023.4.02.5002,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50013757920234025002
TRF2-LIVE-61,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,2ª Turma Recursal do Espírito Santo,FRANCISCO DE ASSIS BASILIO DE MORAES,,07/04/2026,5005728-02.2022.4.02.5002,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50057280220224025002
TRF2-LIVE-62,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,2ª Turma Recursal do Espírito Santo,FRANCISCO DE ASSIS BASILIO DE MORAES,,03/03/2026,5002457-14.2024.4.02.5002,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50024571420244025002
TRF2-LIVE-63,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,2ª Turma Recursal do Espírito Santo,FRANCISCO DE ASSIS BASILIO DE MORAES,,30/04/2026,5035981-05.2024.4.02.5001,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50359810520244025001
TRF2-LIVE-64,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,PABLO COELHO CHARLES GOMES,,20/05/2026,5035475-29.2024.4.02.5001,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50354752920244025001
TRF2-LIVE-65,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,PABLO COELHO CHARLES GOMES,,20/05/2026,5020397-58.2025.4.02.5001,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50203975820254025001
TRF2-LIVE-66,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,PABLO COELHO CHARLES GOMES,,20/05/2026,5011556-74.2025.4.02.5001,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50115567420254025001
TRF2-LIVE-67,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,2ª Turma Recursal do Espírito Santo,FRANCISCO DE ASSIS BASILIO DE MORAES,,30/04/2026,5033614-71.2025.4.02.5001,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50336147120254025001
TRF2-LIVE-68,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,PABLO COELHO CHARLES GOMES,,23/04/2026,5019434-55.2022.4.02.5001,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50194345520224025001
TRF2-LIVE-69,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,,,23/04/2026,5019855-40.2025.4.02.5001,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50198554020254025001
TRF2-LIVE-70,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,PABLO COELHO CHARLES GOMES,,20/05/2026,5002986-95.2022.4.02.5004,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50029869520224025004
TRF2-LIVE-71,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,2ª Turma Recursal do Espírito Santo,FRANCISCO DE ASSIS BASILIO DE MORAES,,07/04/2026,5041559-46.2024.4.02.5001,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50415594620244025001
TRF2-LIVE-72,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,2ª Turma Recursal do Espírito Santo,FRANCISCO DE ASSIS BASILIO DE MORAES,,03/03/2026,5007132-08.2024.4.02.5006,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50071320820244025006
TRF2-LIVE-73,NAO_INFORMADO,COLEGIADO,NAO_INFORMADO,1ª Turma Recursal do Espírito Santo,PABLO COELHO CHARLES GOMES,,20/05/2026,5009704-46.2024.4.02.5002,https://eproc.jfes.jus.br/eproc/externo_controlador.php?acao=processo_seleciona_publica&acao_origem=processo_consulta_publica&acao_retorno=processo_consulta_publica&num_processo=50097044620244025002
