decisionId,temaTnu,consonancia,validade,justificativa
1684,294,CONSONANCIA,VALIDA,Tema 294 selecionado por semelhanca de assunto.
1685,294,CONSONANCIA,VALIDA,Tema 294 selecionado por semelhanca de assunto.
1701,294,CONSONANCIA,VALIDA,Tema 294 selecionado por semelhanca de assunto.
1702,294,CONSONANCIA,VALIDA,Tema 294 selecionado por semelhanca de assunto.
1703,294,CONSONANCIA,VALIDA,Tema 294 selecionado por semelhanca de assunto.
1704,294,CONSONANCIA,VALIDA,Tema 294 selecionado por semelhanca de assunto.
1658,329,CONSONANCIA,VALIDA,Tema 329 selecionado por semelhanca de assunto.
604,120,CONSONANCIA,VALIDA,Tema 120 selecionado por semelhanca de assunto.
62,301,CONSONANCIA,VALIDA,Tema 301 selecionado por semelhanca de assunto.
98,301,CONSONANCIA,VALIDA,Tema 301 selecionado por semelhanca de assunto.
253,301,CONSONANCIA,VALIDA,Tema 301 selecionado por semelhanca de assunto.
421,301,CONSONANCIA,VALIDA,Tema 301 selecionado por semelhanca de assunto.
829,157,CONSONANCIA,VALIDA,Tema 157 selecionado por semelhanca de assunto.
837,157,CONSONANCIA,VALIDA,Tema 157 selecionado por semelhanca de assunto.
1454,157,CONSONANCIA,VALIDA,Tema 157 selecionado por semelhanca de assunto.
1557,157,CONSONANCIA,VALIDA,Tema 157 selecionado por semelhanca de assunto.
1686,157,CONSONANCIA,VALIDA,Tema 157 selecionado por semelhanca de assunto.
1726,13,CONSONANCIA,VALIDA,Tema 13 selecionado por semelhanca de assunto.
1877,157,CONSONANCIA,VALIDA,Tema 157 selecionado por semelhanca de assunto.
1924,13,CONSONANCIA,VALIDA,Tema 13 selecionado por semelhanca de assunto.
859,120,CONSONANCIA,VALIDA,Tema 120 selecionado por semelhanca de assunto.
618,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
620,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
73,120,CONSONANCIA,VALIDA,Tema 120 selecionado por semelhanca de assunto.
174,120,CONSONANCIA,VALIDA,Tema 120 selecionado por semelhanca de assunto.
1091,120,CONSONANCIA,VALIDA,Tema 120 selecionado por semelhanca de assunto.
1279,120,CONSONANCIA,VALIDA,Tema 120 selecionado por semelhanca de assunto.
1358,120,CONSONANCIA,VALIDA,Tema 120 selecionado por semelhanca de assunto.
626,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
1196,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
58,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
130,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
751,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
621,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
1197,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
1364,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
1917,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
1763,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
1764,164,CONSONANCIA,VALIDA,Tema 164 selecionado por semelhanca de assunto.
46,257,CONSONANCIA,VALIDA,Tema 257 selecionado por semelhanca de assunto.
354,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
373,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
375,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
1676,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
934,131,CONSONANCIA,VALIDA,Tema 131 selecionado por semelhanca de assunto.
1738,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
1986,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
1767,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1810,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1910,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1911,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
60,301,CONSONANCIA,VALIDA,Tema 301 selecionado por semelhanca de assunto.
1992,120,CONSONANCIA,VALIDA,Tema 120 selecionado por semelhanca de assunto.
737,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
917,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
1575,182,CONSONANCIA,VALIDA,Tema 182 selecionado por semelhanca de assunto.
283,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1461,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
2,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
403,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
813,1,CONSONANCIA,VALIDA,Tema 1 selecionado por semelhanca de assunto.
1952,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
1006,120,CONSONANCIA,VALIDA,Tema 120 selecionado por semelhanca de assunto.
330,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
407,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
409,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1213,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1493,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1792,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1103,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1309,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1391,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1527,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1628,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
952,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
1770,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
190,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
817,120,CONSONANCIA,VALIDA,Tema 120 selecionado por semelhanca de assunto.
1876,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1306,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1346,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
129,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
34,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
858,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1125,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1313,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1314,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
522,120,CONSONANCIA,VALIDA,Tema 120 selecionado por semelhanca de assunto.
733,120,CONSONANCIA,VALIDA,Tema 120 selecionado por semelhanca de assunto.
371,120,CONSONANCIA,VALIDA,Tema 120 selecionado por semelhanca de assunto.
434,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
435,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
543,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
831,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1801,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1802,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1803,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1822,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
517,301,CONSONANCIA,VALIDA,Tema 301 selecionado por semelhanca de assunto.
1168,301,CONSONANCIA,VALIDA,Tema 301 selecionado por semelhanca de assunto.
32,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
101,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
111,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
134,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
148,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
155,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
197,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
299,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
302,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
322,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
332,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
338,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
363,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
419,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
455,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
488,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
523,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
540,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
571,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
576,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
580,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
585,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
586,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
587,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
592,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
596,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
598,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
605,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
616,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
623,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
742,313,CONSONANCIA,VALIDA,Tema 313 selecionado por semelhanca de assunto.
775,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
777,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
972,165,CONSONANCIA,VALIDA,Tema 165 selecionado por semelhanca de assunto.
1029,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
1044,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
1061,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
1070,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
1116,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
1122,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
1146,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
1304,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
1334,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
1414,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
1434,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
1510,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
1511,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
1523,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
1539,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
1678,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
1821,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
1923,271,CONSONANCIA,VALIDA,Tema 271 selecionado por semelhanca de assunto.
499,244,CONSONANCIA,VALIDA,Tema 244 selecionado por semelhanca de assunto.
1322,71,CONSONANCIA,VALIDA,Tema 71 selecionado por semelhanca de assunto.
416,244,CONSONANCIA,VALIDA,Tema 244 selecionado por semelhanca de assunto.
791,244,CONSONANCIA,VALIDA,Tema 244 selecionado por semelhanca de assunto.
883,301,CONSONANCIA,VALIDA,Tema 301 selecionado por semelhanca de assunto.
940,254,CONSONANCIA,VALIDA,Tema 254 selecionado por semelhanca de assunto.
1914,254,CONSONANCIA,VALIDA,Tema 254 selecionado por semelhanca de assunto.
1132,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1160,246,CONSONANCIA,VALIDA,Tema 246 selecionado por semelhanca de assunto.
1161,246,CONSONANCIA,VALIDA,Tema 246 selecionado por semelhanca de assunto.
1162,246,CONSONANCIA,VALIDA,Tema 246 selecionado por semelhanca de assunto.
1163,246,CONSONANCIA,VALIDA,Tema 246 selecionado por semelhanca de assunto.
1591,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1592,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1775,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
146,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
220,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
265,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
291,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
337,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
339,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
398,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
408,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
538,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
560,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
796,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
797,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
863,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
871,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
931,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
932,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1079,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1148,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1225,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1299,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1331,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1402,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1487,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1492,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1494,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1496,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1500,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1670,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1735,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1745,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1756,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1793,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1794,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1811,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1817,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1832,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1835,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1873,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1883,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1898,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1903,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1912,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1941,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1988,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1990,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
1993,194,CONSONANCIA,VALIDA,Tema 194 selecionado por semelhanca de assunto.
16,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
110,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
128,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
132,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
139,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
141,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
175,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
176,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
184,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
204,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
205,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
217,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
222,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
238,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
245,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
247,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
298,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
343,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
355,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
394,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
425,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
452,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
454,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
467,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
470,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
476,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
477,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
479,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
487,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
502,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
545,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
546,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
549,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
553,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
554,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
562,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
566,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
593,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
615,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
617,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
619,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
633,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
670,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
697,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
784,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
844,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
866,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
868,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
869,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
872,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
911,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
915,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
942,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
949,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
950,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
973,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
977,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
988,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
989,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
998,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1027,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1028,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1030,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1102,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
1108,312,CONSONANCIA,VALIDA,Tema 312 selecionado por semelhanca de assunto.
